"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"395","Stonehill (Stonehill College Men's Ultimate)","College","Men","Easton","MA","/teams/events/Eventteam/?TeamId=cHdz0ngcEQLCdjF6MkEAkrj%2f5lp2mznycRm8r1t7I%2fo%3d",NA,NA,NA,NA,NA,NA,4,10,406,0.00838653141072898
"396","South Carolina-B (South Carolina)","College","Men","Columbia","SC","/teams/events/Eventteam/?TeamId=LxLX6dx7GDvIeWarjZ86JSbunxTBotjEpz6vdqczlPk%3d",301,"South Carolina B",326,"Developmental","Atlantic Coast","Carolina Dev",7,8,382,0.00828543673474014
"397","North Dakota State (Sky Bison)","College","Men","Fargo","ND","/teams/events/Eventteam/?TeamId=z9fdDDeqPVUu1LOjFE%2bL9cv5%2fBeDXPn9Ch8ZyMTPJZU%3d",NA,NA,NA,NA,NA,NA,3,3,295,0.00805590937577418
"398","Air Force Academy-B (UCLA in Uniforms)","College","Men","USAF Academy","CO","/teams/events/Eventteam/?TeamId=QfCaWQk0hk3nLoVkogCFY6JFaYgOxu25Xm43fjKEBY0%3d",NA,NA,NA,NA,NA,NA,0,5,2,0.00799044116868062
"399","Lehigh-B (Lehigh-B)","College","Men","Bethlehem","PA","/teams/events/Eventteam/?TeamId=grHKEHt4J2r7sBtMaiR0KnXg0knKz1yYO1NWWMePV0c%3d",325,"Lehigh B",-73,"Developmental","Ohio Valley","Ohio Valley Dev",12,14,225,0.00791197246310545
"400","Cleveland State (Burning River Vikings)","College","Men","Cleveland","OH","/teams/events/Eventteam/?TeamId=TeSh5Z70FcKJvV9fFafKbIeWr5FYDDvmGn2bHZGtOSA%3d",324,"Cleveland State",-61,"Division I","Ohio Valley","Ohio DI",4,12,101,0.00759480922553179
"401","Lamar (LU Dark Matter)","College","Men","Beaumont","TX","/teams/events/Eventteam/?TeamId=SKO8M5H1sBcHA82oTLQiKP3J6lFodRZ75nQePoU%2bDaM%3d",NA,NA,NA,NA,NA,NA,6,10,221,0.00745361238002495
"402","Oberlin-B (Flying Horsecows)","College","Men","Oberlin","OH","/teams/events/Eventteam/?TeamId=7oJ%2fuc9%2fQIL04duNBI3V2XGaeAa43CNhlcn8RwA8DFk%3d",NA,NA,NA,NA,NA,NA,5,8,312,0.00707489506850331
"403","Mars Hill (Passive Fist)","College","Men","Mars Hill","NC","/teams/events/Eventteam/?TeamId=vB4quge7hPiS9qoP8gZ%2fZ3WXonl%2fYNnrLGiVAQVLjnY%3d",NA,NA,NA,NA,NA,NA,0,6,240,0.00706583583708729
"404","Georgetown-B (Black Squirrels)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=uR%2fHIhJ6hjCNgyNevyfdMNXuIlX1vrRrqKjQWS8tOnI%3d",321,"Georgetown B",128,"Developmental","Atlantic Coast","Colonial Dev",10,9,162,0.00686512331377368
"405","SUNY-Oneonta (SOFA)","College","Men","Oneonta","NY","/teams/events/Eventteam/?TeamId=EQmPHc1vn4UTNzwNsEeJBj%2bhHFcJmrAK2lZEv%2fwnFAw%3d",NA,NA,NA,NA,NA,NA,7,6,419,0.00676396038316869
"406","Rhode Island -B (RIUT B)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=rfTMnC22yeLKkrJ5A%2fqT6QjWF9CERl%2fYk9sNKEPVnuI%3d",NA,NA,NA,NA,NA,NA,8,12,352,0.00669690057961094
"407","Temple-B (False Alarm)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=HseUpNktb64MPzRB5Q%2bhEMQwGWBSxrFfbPTQjEv7g7o%3d",331,"Temple B",-219,"Developmental","Ohio Valley","Ohio Valley Dev",10,10,425,0.00664184939290672
"408","Shenandoah (Sound Ultimate)","College","Men","Winchester","VA","/teams/events/Eventteam/?TeamId=QSUFlgSRJ0XXn5MpG%2b1IfYUd3EOxKbCNv57kbPsVDZI%3d",299,"Shenandoah",336,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",13,12,376,0.00655616682609451
"409","Florida Gulf Coast (FGCU Eagles)","College","Men","Fort Myers","FL","/teams/events/Eventteam/?TeamId=CM1D2tFPgotCSILxHiuFCmtzohcpj3G04JIpNeyuhOY%3d",NA,NA,NA,NA,NA,NA,7,8,149,0.00622177311335749
"410","Trinity (Turbulence)","College","Men","San Antonio","TX","/teams/events/Eventteam/?TeamId=tev6zmATwMeGva0Zsi1eBz%2bEiyJXsAzqeujpcuQDusE%3d",NA,NA,NA,NA,NA,NA,3,5,449,0.00614386160368655
"411","Arkansas-B (Speed Bump)","College","Men","Fayetteville","AR","/teams/events/Eventteam/?TeamId=l2nuu4rL2WMRqtj6FedOnVqlJo7xeMOpIY6GxOmRLjc%3d",312,"Arkansas B",210,"Developmental","South Central","Ozarks DI",1,18,19,0.0060819813697203
"412","Notre Dame-B (Opus D's)","College","Men","Notre Dame","IN","/teams/events/Eventteam/?TeamId=qaTJR%2f0F8qE40b375qpw8%2beEpeV%2bRAYbNqfh9TxvQMU%3d",NA,NA,NA,NA,NA,NA,12,15,309,0.00597069439089226
"413","Clarkson (Mountaineers)","College","Men","Potsdam","NY","/teams/events/Eventteam/?TeamId=JuAwZk21cXFtlqCdKzmc84JytHfDE43RQqKpC2JS1DQ%3d",NA,NA,NA,NA,NA,NA,2,3,98,0.00581206401772714
"414","St Mary's (Minnesota) (MUTs)","College","Men","Winona","MN","/teams/events/Eventteam/?TeamId=My5l14oX9jdBWkdb%2fv1q4oCabfYO96ScuLr%2fcv%2fqaC0%3d",NA,NA,NA,NA,NA,NA,1,5,397,0.00573266432140257
"415","Reed (Berserk)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=v6lfOAPoODFdbFYj9i6J0JLOetLfS5YaS72QElWxS3w%3d",310,"Reed",214,"Division III","Northwest","Northwest DIII",5,9,349,0.00567140477927854
"416","Youngstown State (Aperture Ultimate )","College","Men","Youngstown","OH","/teams/events/Eventteam/?TeamId=UPtFVP348skZ1dtnGfE9Jghv10E8P4DiySnBQZ7Ydws%3d",NA,NA,NA,NA,NA,NA,6,8,523,0.0055931302093567
"417","Oklahoma-B (Apes of Wrath B)","College","Men","Norman","OK","/teams/events/Eventteam/?TeamId=tp06WsW4f2Tnr65HYaa7Vv0V7cM5ujtW0qbYGQhiA7w%3d",NA,NA,NA,NA,NA,NA,3,9,321,0.00535222673690802
"418","Bates-B (Orange Whip B-Team aka The Whippettes)","College","Men","Lewiston","ME","/teams/events/Eventteam/?TeamId=VFdNp1xyj5jvFEvjtMmqnZURRl3iB1QlWb2LaoyX1KQ%3d",NA,NA,NA,NA,NA,NA,0,6,26,0.00529263132700016
"419","Illinois-Chicago  (Funk)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=hbIEVzG1j%2bii8SZcuKievNBUny7nOuYJfHWiwaSjFg0%3d",300,"Illinois-Chicago",329,"Division I","Great Lakes","Illinois DI",7,12,192,0.00519453565717769
"420","Alabama-B (Alabama B )","College","Men","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=ZU5W9vvCEddxg2W8o6yEoCJOchwADCmhS%2fFdMQof3CM%3d",NA,NA,NA,NA,NA,NA,2,5,4,0.00512689131950247
"421","California-Santa Barbara-B (Black Out)","College","Men","Goleta","CA","/teams/events/Eventteam/?TeamId=KHlUsmYhLwjYGNzUm%2fYWEAKuc31K4%2fdHDhe5ClZPOvA%3d",NA,NA,NA,NA,NA,NA,1,10,66,0.00495950337168913
"422","Denison (Denison Frisbee Ultimate Club)","College","Men","Granville","OH","/teams/events/Eventteam/?TeamId=F02N5f3Mj4Cxtf60GsWGBsdHK0NcpgvYqiGgoXTQxMs%3d",NA,NA,NA,NA,NA,NA,4,8,129,0.00493706978217761
"423","Florida Atlantic (Catalyst)","College","Men","Boca Raton","FL","/teams/events/Eventteam/?TeamId=Z73dgjVMCBOHzI%2fZj5EwIJ0440AiGxu4EgIeLvaBPtA%3d",NA,NA,NA,NA,NA,NA,3,4,148,0.00481965507172959
"424","Southern Methodist  (EVO)","College","Men","Dallas","TX","/teams/events/Eventteam/?TeamId=BJ2ESzl0eLz%2bUjSfDjVXki4wHL6YIHByJSi70pCDBkk%3d",NA,NA,NA,NA,NA,NA,1,16,390,0.0046508432250636
"425","California - Pennsylvania (Nerve Pinch)","College","Men","California","PA","/teams/events/Eventteam/?TeamId=1J%2fQuiQEK2uVrE623QHCrgea6UCFWQX6Rr0%2fJvsN2WE%3d",NA,NA,NA,NA,NA,NA,5,7,70,0.00459589486978352
"426","Indiana-B (HoosierDaddy!s)","College","Men","Bloomington","IN","/teams/events/Eventteam/?TeamId=xuz50S4pqHEXiTN8xXND730eHKi1KsbFenFI05KYesk%3d",329,"Indiana B",-193,"Developmental","Great Lakes","Great Lakes Dev",3,23,196,0.00451653450654065
"427","Armstrong State (Pirate Ultimate)","College","Men","Savannah","GA","/teams/events/Eventteam/?TeamId=Ubssd%2fHrgG7aI520mk9E0EAfGl%2bU4lH%2fAy%2bBdNWQvF0%3d",NA,NA,NA,NA,NA,NA,0,11,22,0.00429982585106868
"428","Texas-Dallas-B (Woof)","College","Men","Richardson","TX","/teams/events/Eventteam/?TeamId=%2fzzYN8R2jXjbi%2bhFPVlqL9nDVDolmRNahGogcyvzEmA%3d",NA,NA,NA,NA,NA,NA,0,4,432,0.00421905584553283
"429","Iowa State-B (Iowa State-B (Yogurt Wagon))","College","Men","Ames","IA","/teams/events/Eventteam/?TeamId=WF9p69AV%2fZcJ6ybrGqnmke5JR1IPI6nXE1pNew25fMY%3d",306,"Iowa State B",292,"Developmental","North Central","North Central Dev",4,16,201,0.00414395196550757
"430","William & Mary-B (Seahorse)","College","Men","Williamsburg","VA","/teams/events/Eventteam/?TeamId=CgvPq0TMNLke4MawphMUxswvOqhBz9UTz0PNL9HcF18%3d",NA,NA,NA,NA,NA,NA,4,10,497,0.00406417526250004
"431","Indiana (Pennsylvania) (Innuendo)","College","Men","Indiana","PA","/teams/events/Eventteam/?TeamId=%2b6k8MzuXciLiFeCxr%2fORnfNZKjxbfh1Bg0aFH10oKfc%3d",NA,NA,NA,NA,NA,NA,3,15,198,0.00396888612814291
"432","Fairfield (Fairfield Spartans)","College","Men","Fairfield","CT","/teams/events/Eventteam/?TeamId=1jEuwpVXTSnQudbr7nGgaL4UOKkML0xsEGEotJXEq1M%3d",NA,NA,NA,NA,NA,NA,3,8,145,0.00394043545938555
"433","Embry-Riddle (Florida) (Dirty Birds)","College","Men","Daytona Beach","FL","/teams/events/Eventteam/?TeamId=aJQ1TnqghYUYHpz9lj13ll0AJWXeaax%2b66JIlLc3Kfw%3d",307,"Embry-Riddle (Florida)",273,"Division III","Southeast","Eastern Southeast DIII",3,15,142,0.00390775271521917
"434","Dartmouth-B (Discomfort Trolley)","College","Men","Hanover","NH","/teams/events/Eventteam/?TeamId=pxnWIPkMzJ%2fmMQq568yvm2wwQ%2fhZkGaeZ23b5bN34tY%3d",332,"Dartmouth B",-245,"Developmental","New England","North New England Dev",5,12,123,0.00368291460414702
"435","Calvin (Calvin Ultimate)","College","Men","Grand Rapids","MI","/teams/events/Eventteam/?TeamId=Tb0D%2bDYAYZsjq4TOk0%2bS2fJOvljn6WVaWQjhEHAzywQ%3d",309,"Calvin",236,"Division III","Great Lakes","Michigan DIII",6,11,73,0.00365013328872891
"436","Siena (Siena Saints)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=yD7VwsYrjIM9tD8%2f%2fxGz6B6I5yp%2f88mJMKChwGociCY%3d",NA,NA,NA,NA,NA,NA,0,10,379,0.00337805481941174
"437","Pennsylvania-B (Null)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=g7Y8kg3V1vzrypOwNu9VeEDGaYBXA%2bVzVMEe4YwBg%2f8%3d",334,"Pennsylvania B",-391,"Developmental","Ohio Valley","Ohio Valley Dev",5,12,334,0.00333496218903863
"438","Spring Hill (SHUC)","College","Men","Mobile","AL","/teams/events/Eventteam/?TeamId=6d%2brzgLD2L1tm3d9Z0rIIRNzFYJS5eqdD7E%2fZHRHzVA%3d",NA,NA,NA,NA,NA,NA,1,11,392,0.0032895090652083
"439","Southern Connecticut State (Mighty Hucks)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=3Fp3EIoJM5L%2fwm%2funSug4KM4u8axDInLuqBQLFWqlAc%3d",NA,NA,NA,NA,NA,NA,1,5,388,0.00317232575437292
"440","West Virginia-B (WV Wonderful)","College","Men","Morgantown","WV","/teams/events/Eventteam/?TeamId=PEwyFnutY%2bX0GgMBdHBcZ%2fbIghtrE8cgz20aT%2f3H6ac%3d",336,"West Virginia B",-607,"Developmental","Ohio Valley","Ohio Valley Dev",2,14,486,0.00313964284486528
"441","Princeton-B (Clockwork B)","College","Men","Princeton","NJ","/teams/events/Eventteam/?TeamId=AW%2fXu7JZGvIKuo9TMzO9aUwWbqNy72b%2fCimE0ObxOKw%3d",322,"Princeton B",-45,"Developmental","Metro East","Metro East Dev",8,13,342,0.00311066836905443
"442","Le Moyne (Goblins)","College","Men","Syracuse","NY","/teams/events/Eventteam/?TeamId=M56KzP2OijvkFyxa4eDFLC%2bmGcLH2SbCj8e96zhrNLk%3d",NA,NA,NA,NA,NA,NA,3,10,224,0.00310470015872022
"443","Oregon State-B (Oregon State B)","College","Men","Corvallis","OR","/teams/events/Eventteam/?TeamId=59tR93MYSova9PjQ%2fnxC6bxL6L1%2f08I8GJQONYLX2pY%3d",311,"Oregon State B",211,"Developmental","Northwest","Cascadia DI",3,17,327,0.00293182253313115
"444","SUNY-Buffalo-B (Grinch)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=Zt%2f%2bqGrzCzyoSQSam99FO5qMVJ%2ffAMxIvR3grZTS9Lo%3d",327,"SUNY-Buffalo B",-148,"Developmental","Metro East","Metro East Dev",8,14,413,0.00279447829855528
"445","MIT-B (Woodmunchers)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=PTi6ROpyNk4%2fJ7TRAiAKNTyE%2bLGHJ0Bx0wVKgOsvMwM%3d",NA,NA,NA,NA,NA,NA,3,13,274,0.00272815480834235
"446","West Chester-B (West Chester)","College","Men","West Chester","PA","/teams/events/Eventteam/?TeamId=gphOmWfI%2bL5sNo6geuGC%2fQieIAu8DmLqzFPIqaFT8PE%3d",338,"West Chester B",-1240,"Developmental","Ohio Valley","Ohio Valley Dev",2,18,484,0.00272321305656159
"447","Shippensburg-B (Scapegoats)","College","Men","Shippensburg","PA","/teams/events/Eventteam/?TeamId=T47tCxSH84478wCcpvBcd4xuif1iNzRSl6K8sCrlH5o%3d",NA,NA,NA,NA,NA,NA,2,10,377,0.00267372533147984
"448","Illinois State-B (Gnomes B)","College","Men","Normal","IL","/teams/events/Eventteam/?TeamId=AyJuBtqksFOKhqXMZIpN7fRGjn9UqgaO6WkK0suNE3A%3d",NA,NA,NA,NA,NA,NA,1,12,194,0.00266011647540046
"449","Cincinnati-B (Cincinnati B)","College","Men","Cincinnati","OH","/teams/events/Eventteam/?TeamId=UcnHlLkMQMKy73En1WFLhDqTBKECkKdzNe%2fYPvLBKCw%3d",NA,NA,NA,NA,NA,NA,2,4,94,0.00252429896542656
"450","Purdue-B (CTRL-Z)","College","Men","West Lafayette","IN","/teams/events/Eventteam/?TeamId=m1r31%2bRFSmAeqdUe8528DAY0bOiGabdW93lMZmWoTaE%3d",302,"Purdue B",314,"Developmental","Great Lakes","Great Lakes Dev",8,10,345,0.00252255370391472
"451","Toledo (Savage)","College","Men","Toledo","OH","/teams/events/Eventteam/?TeamId=h7Z1eD58YmHw6oWdQgbb7UQuxWRiHiVnlmd0kYebZjs%3d",305,"Toledo",293,"Division I","Ohio Valley","Ohio DI",4,12,444,0.00240968150383659
"452","Yale-B (Harvard Red Line)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=Sv%2fuJBaZDHxYIRgnRhTon6O7AWbFhIGK3bUEcc5dMFI%3d",NA,NA,NA,NA,NA,NA,2,4,521,0.00236554320597937
"453","Michigan State-B (Riot Control)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=A3c2IS1w2Lm5o%2fM%2b2OFdmSsWn1qIVuptlni7ILZUNeY%3d",NA,NA,NA,NA,NA,NA,5,8,257,0.00229411774977677
"454","Gettysburg (Pan Fried Funk)","College","Men","Gettysburg","PA","/teams/events/Eventteam/?TeamId=LOjHQHWWGG6fmsvC6z%2f2RFrebvcb0txZfeZsroBPS%2bQ%3d",NA,NA,NA,NA,NA,NA,2,4,172,0.00229138954683223
"455","Bucknell (Mudsharks)","College","Men","Lewisburg","PA","/teams/events/Eventteam/?TeamId=UY2m3nRZahxDVoBb1HOiSPDGTun4byoKm8eiowAKrxI%3d",NA,NA,NA,NA,NA,NA,2,5,52,0.00226081778192485
"456","North Carolina-Wilmington-B (KillaBeez)","College","Men","Wilmington","NC","/teams/events/Eventteam/?TeamId=KETMya3Yaudt9%2beBjTXlN08GWQwsoUhvSV4WQ6r2ERg%3d",NA,NA,NA,NA,NA,NA,5,4,291,0.00222645244449019
"457","Rose-Hulman (Elephantitis)","College","Men","Terre Haute","IN","/teams/events/Eventteam/?TeamId=2sNotVgO1mdnFfW1AXQUnr033uk20ijn2gat1ukTpzY%3d",NA,NA,NA,NA,NA,NA,2,7,360,0.00221901767187836
"458","Stevens Tech-B (Stevens Tech)","College","Men","Hoboken","NJ","/teams/events/Eventteam/?TeamId=M3pi%2bvAKqe9cSTEedRmZsNe5VSDIs0Ro%2fgK9mZ9AkHU%3d",333,"Stevens Tech B",-295,"Developmental","Metro East","Metro East Dev",2,15,403,0.0022106160717455
"459","Texas-C (Texas C)","College","Men","Austin","TX","/teams/events/Eventteam/?TeamId=cfjctPYIWdqqPf1FmN7pn1uSX1hiM5jtCTlxToCwvVo%3d",NA,NA,NA,NA,NA,NA,1,14,431,0.00220439232632073
"460","Ohio Wesleyan (Firedogs)","College","Men","Delaware","OH","/teams/events/Eventteam/?TeamId=VlyDP%2bLZgMJIByXLILdpksi0yalKR%2bPlT51a8NJDUEU%3d",NA,NA,NA,NA,NA,NA,3,6,320,0.00215971721043408
"461","Washington-C (Washington C)","College","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=skS0wSj0pcLZMg9H9L%2fBeEcpYmLD66nolhR3KWjTMgE%3d",328,"Washington C",-153,"Developmental","Northwest","Cascadia DI",4,17,477,0.00214226709348388
"462","Luther-B (Pound)","College","Men","Decorah","IA","/teams/events/Eventteam/?TeamId=ormwpSgHfexdDxrO9dRNNM1bTP2vulYqNnTqL4bA7IY%3d",330,"Luther B",-203,"Division III","North Central","West Plains DIII",8,15,234,0.00214054919703017
"463","Wisconsin-La Crosse-B (BadLUC B)","College","Men","La Crosse","WI","/teams/events/Eventteam/?TeamId=weG6TjQ%2bWXTOeW%2bN9Y7gxJ3sPHL99mRpK3rj7EroPr4%3d",NA,NA,NA,NA,NA,NA,2,8,507,0.00213694052783999
"464","Bethel (Bethel Ultimate)","College","Men","Saint Paul","MN","/teams/events/Eventteam/?TeamId=740MAyL9AIYXmVoa1sRWZ3JYUjKdzv747%2fzaz4dTNDo%3d",NA,NA,NA,NA,NA,NA,2,9,34,0.00202326145520044
"465","Rutgers-B (Big Mac)","College","Men","Piscataway","NJ","/teams/events/Eventteam/?TeamId=OIHd1Jt24JMG%2b0VS2NPd0sZtgCS9n%2f64egSjp8IeW6I%3d",NA,NA,NA,NA,NA,NA,2,4,363,0.00200580274162143
"466","Bowling Green (Penguins)","College","Men","Bowling Green","OH","/teams/events/Eventteam/?TeamId=zL7GvozBDjtQaVZGtqqd%2fmlXDoB59OBcEoHr68x3orc%3d",NA,NA,NA,NA,NA,NA,1,11,41,0.00199555917758241
"467","IUPUI (Jaguars)","College","Men","Indianapolis","IN","/teams/events/Eventteam/?TeamId=U8MpOcNxDdaUZvsEbpr3hK0wd3394njjyIQVMrOvvNM%3d",319,"IUPUI",137,"Division I","Great Lakes","East Plains DI",2,17,204,0.00198895832016045
"468","Coe (Kohucks)","College","Men","Cedar Rapids","IA","/teams/events/Eventteam/?TeamId=M2KLyTqD5mvhgYovdDU7no%2fuT1ElG7Sk9Zdl%2bslQM1E%3d",326,"Coe",-112,"Division III","North Central","West Plains DIII",2,18,102,0.00196841996325503
"469","Boston University-B (Boston University )","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Uvu86iWqF8NkdOAT%2b8ora9vIP33Uu8zPnCLNy1dTtwY%3d",NA,NA,NA,NA,NA,NA,5,11,38,0.00193167448001109
"470","Brown-C (Brown - C)","College","Men","Providence","RI","/teams/events/Eventteam/?TeamId=CiO09PNiECsxRpmMWIHRaqZZBujSk6pvj6EsVucnfsY%3d",NA,NA,NA,NA,NA,NA,1,5,49,0.001923088116834
"471","Williams-B (BUF*)","College","Men","Williamstown","MA","/teams/events/Eventteam/?TeamId=Pc5KgD0JqbI9RD4Qu5a50PC7mqe4Zc1TgN%2ffIKrvuVo%3d",NA,NA,NA,NA,NA,NA,3,10,499,0.00188857029547514
"472","Boston College-B (Boston College Eagles B)","College","Men","Chestnut Hill","MA","/teams/events/Eventteam/?TeamId=g3q6tyc14e4sVnRof7D1uL%2bAWlNiJ6a%2biYcEKBNKkA0%3d",NA,NA,NA,NA,NA,NA,6,5,36,0.00183829867060338
"473","Massachusetts-B (Zoodisc B)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=M%2f3WWUY1FjJjQac%2f7ANfZL6sZC%2bH7AK4D0AinKZAQH8%3d",NA,NA,NA,NA,NA,NA,0,6,246,0.00182807934012172
"474","Maryland-Baltimore County-B (Tembo)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=dkXjFRWFbzGnu%2bbcZW%2fGYhmVdDDpGz38DG%2fIX9MpDeQ%3d",NA,NA,NA,NA,NA,NA,5,8,243,0.00161922325046018
"475","Northern Michigan (Riptide)","College","Men","Marquette","MI","/teams/events/Eventteam/?TeamId=ja9JoP%2fgLnGYE3mnxcV97EcOs9nGvNvp%2flz8pIQHWJs%3d",NA,NA,NA,NA,NA,NA,5,7,306,0.00161805441653904
"476","Carleton College-C (Hot Karls)","College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=b52n9wfKRyGm78dayKgRNvS5RynqoB96GjMjVCaLOGk%3d",NA,NA,NA,NA,NA,NA,1,6,75,0.0016097222012841
"477","Stanford-B (Stanford Prison Experiment)","College","Men","Stanford","CA","/teams/events/Eventteam/?TeamId=EemoR7R2JVi0NlNmpYjBP2EteTYDYzSeaxuPBCdkrBE%3d",NA,NA,NA,NA,NA,NA,0,5,400,0.00150929397415556
"478","Salisbury (Buzz Ultimate A)","College","Men","Salisbury","MD","/teams/events/Eventteam/?TeamId=nKEMc4joFaEq6UKXyIrrWX3ZHdisgxS6W8xSD8ZCUrY%3d",298,"Salisbury",338,"Division I","Atlantic Coast","Colonial DI",1,15,369,0.00146104063484567
"479","Clemson-B (Biefs)","College","Men","Clemson","SC","/teams/events/Eventteam/?TeamId=c0RjVRXIzAJ%2b4xkHoUBliYoTIZoMtAiL8gNZybK086w%3d",315,"Clemson B",168,"Developmental","Atlantic Coast","Carolina Dev",1,11,99,0.00135706292268077
"480","Amherst-B (Bubba Ho-Tep)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=gLedrrfBffaXnhoYWjY3vxUYRns4VyMPEtdyIrHZ7gI%3d",NA,NA,NA,NA,NA,NA,4,9,11,0.00128475009468591
"481","Fresno State (Rabid)","College","Men","Fresno","CA","/teams/events/Eventteam/?TeamId=C2T2U5AQbj1ZL1UlRgb6XM6fftAsHuge65w0ZA3tGco%3d",NA,NA,NA,NA,NA,NA,1,5,157,0.00123704196663005
"482","Tufts-C (Tufts C)","College","Men","Medford","MA","/teams/events/Eventteam/?TeamId=5xeHtouvI4eEwHRORtiK54D8ywbmrE%2ffLuc0T0zDBpA%3d",NA,NA,NA,NA,NA,NA,4,2,452,0.001183256764834
"483","California-San Diego-C (Air Squids Select)","College","Men","San Diego","CA","/teams/events/Eventteam/?TeamId=hLBZi3ooc7Sg%2f%2bKIL3cylSIuqRsxuOx3y8mngadre%2f0%3d",NA,NA,NA,NA,NA,NA,2,4,64,0.00113517521713178
"484","Lawrence (Lawrence University Men's Ultimate)","College","Men","Appleton","WI","/teams/events/Eventteam/?TeamId=Nw0xZ6kQ9%2b66N21sCC6uJnYSFkUdtmT2EPOF2EHhNwM%3d",NA,NA,NA,NA,NA,NA,2,7,223,0.000990179491604415
"485","Canisius (Wolf Pack)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=jea3Gy%2ff5DxRLg7DTUebFXhZJrZ4vuave8Ii%2f9VCXbI%3d",NA,NA,NA,NA,NA,NA,0,5,74,0.000850924776559756
"486","Cornell College (C-Team)","College","Men","Mount Vernon","IA","/teams/events/Eventteam/?TeamId=lvqyDGOcGn4Q%2fpTvCsRvLGbY6iCE5OF9PX5To%2bZ4h1o%3d",NA,NA,NA,NA,NA,NA,1,9,120,0.000742447629483142
"487","American-B (Booty Brown)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=5VZpUkAZQ9qYq1WwcznsgjToYs4SgHO3eYLCnlfjezQ%3d",335,"American B",-450,"Developmental","Atlantic Coast","Colonial Dev",5,20,9,0.00072023068083853
"488","Nebraska-Omaha (UNO)","College","Men","Omaha","NE","/teams/events/Eventteam/?TeamId=6tUnCbHkQHgfKnxBkGh0HqhZZ3TQbw9yCl%2buOLkuN3k%3d",NA,NA,NA,NA,NA,NA,2,11,281,0.000584106925035003
"489","Towson -B (Bamboozle)","College","Men","Towson","MD","/teams/events/Eventteam/?TeamId=doJVPuw4ncWvqNVKKFlQNXsCL9mZi01dffyzaFYL9eg%3d",337,"Towson  B",-677,"Developmental","Atlantic Coast","Colonial Dev",2,20,446,0.00052627359164116
"490","Arizona State-C (Pleasure Ultimate)","College","Men","Tempe","AZ","/teams/events/Eventteam/?TeamId=ZInCwv0pkPe4asF3%2baQrbUV4r%2fY3kTrYWmXhmYJCUwM%3d",NA,NA,NA,NA,NA,NA,0,8,17,0.000516846613795263
"491","Wisconsin-Oshkosh (UFO)","College","Men","Oshkosh","WI","/teams/events/Eventteam/?TeamId=hSxywa4w2IZhHDnio1zeAwu4wGtbgZGNtvz9L9u0NVg%3d",NA,NA,NA,NA,NA,NA,5,14,510,0.000504233223376045
"492","Chicago-B (Hedonism Bots)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=8eirqmxV6GH5splsVBU%2b2ZklpQhQeWpCOYtAbqMxjs4%3d",NA,NA,NA,NA,NA,NA,1,10,90,0.00046775457262433
"493","Goucher (Guilty Swallows)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=5bE7fpYJK%2bbxVgVaiFhii%2bFzwkdDJCqEcmU9DrfrCnM%3d",NA,NA,NA,NA,NA,NA,6,11,174,0.000464517438868259
"494","Penn State Altoona (Mighty Hucks of Toon Town)","College","Men","Altoona","PA","/teams/events/Eventteam/?TeamId=Xidw2UlwFLIN%2bEiRwQ0r4bloiapta8KphabPGCUW1ns%3d",NA,NA,NA,NA,NA,NA,2,9,333,0.000456350668083523
"495","George Mason-B (Mason Meltdown)","College","Men","Fairfax","VA","/teams/events/Eventteam/?TeamId=vL3RkZ5KV45kfykVt%2bGWHPyKzMY6JBi%2fsEIof58uk1U%3d",323,"George Mason B",-54,"Developmental","Atlantic Coast","Virginia Dev",7,16,158,0.000454978904895844
"496","University of Maine (Goonsquad)","College","Men","Orono","ME","/teams/events/Eventteam/?TeamId=SJahOJV8zngLkBEkCWWcjxuAUjPOvief3NLC0gWYI7g%3d",NA,NA,NA,NA,NA,NA,0,2,458,0.000437493759705523
