"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"393","South Florida-B (Scourge)","College","Men","Tampa","FL","/teams/events/Eventteam/?TeamId=XklLsjN1lcFMnzwJYMAr1uohh6rb%2bHDonwc2sB41kS0%3d",413,"South Florida B",180,"Developmental","Southeast","Southeast Dev",3,16,383,0.00810842747835407
"394","Stonehill (Stonehill College Men's Ultimate)","College","Men","Easton","MA","/teams/events/Eventteam/?TeamId=cHdz0ngcEQLCdjF6MkEAkrj%2f5lp2mznycRm8r1t7I%2fo%3d",382,"Stonehill",368,"Division III","New England","Metro Boston DIII",4,10,405,0.00785402770134898
"395","Lamar (LU Dark Matter)","College","Men","Beaumont","TX","/teams/events/Eventteam/?TeamId=SKO8M5H1sBcHA82oTLQiKP3J6lFodRZ75nQePoU%2bDaM%3d",398,"Lamar",272,"Division I","South Central","South Texas DI",6,10,220,0.00777397475684928
"396","Lehigh-B (Lehigh-B)","College","Men","Bethlehem","PA","/teams/events/Eventteam/?TeamId=grHKEHt4J2r7sBtMaiR0KnXg0knKz1yYO1NWWMePV0c%3d",435,"Lehigh B",6,"Developmental","Ohio Valley","Ohio Valley Dev",12,14,224,0.00770538392071451
"397","Millersville (Moose)","College","Men","Millersville","PA","/teams/events/Eventteam/?TeamId=XZpZNRMCTRvw4016cNjWp0LRXMk3Za9z8KhDqNZOuLs%3d",361,"Millersville",448,"Division I","Ohio Valley","East Penn DI",4,16,262,0.00763386191149221
"398","South Carolina-B (South Carolina)","College","Men","Columbia","SC","/teams/events/Eventteam/?TeamId=LxLX6dx7GDvIeWarjZ86JSbunxTBotjEpz6vdqczlPk%3d",357,"South Carolina B",465,"Developmental","Atlantic Coast","Carolina Dev",7,8,381,0.00754549053872633
"399","Georgetown-B (Black Squirrels)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=uR%2fHIhJ6hjCNgyNevyfdMNXuIlX1vrRrqKjQWS8tOnI%3d",404,"Georgetown B",230,"Developmental","Atlantic Coast","Colonial Dev",10,9,162,0.00718776670342885
"400","Texas-Dallas-B (Woof)","College","Men","Richardson","TX","/teams/events/Eventteam/?TeamId=%2fzzYN8R2jXjbi%2bhFPVlqL9nDVDolmRNahGogcyvzEmA%3d",NA,NA,NA,NA,NA,NA,0,4,431,0.00715284369801151
"401","North Dakota State (Sky Bison)","College","Men","Fargo","ND","/teams/events/Eventteam/?TeamId=z9fdDDeqPVUu1LOjFE%2bL9cv5%2fBeDXPn9Ch8ZyMTPJZU%3d",213,"North Dakota State",923,"Division I","North Central","Northwoods DI",3,3,294,0.00711678658629303
"402","Trinity (Turbulence)","College","Men","San Antonio","TX","/teams/events/Eventteam/?TeamId=tev6zmATwMeGva0Zsi1eBz%2bEiyJXsAzqeujpcuQDusE%3d",NA,NA,NA,NA,NA,NA,3,5,448,0.00692522577787365
"403","Air Force Academy-B (UCLA in Uniforms)","College","Men","USAF Academy","CO","/teams/events/Eventteam/?TeamId=QfCaWQk0hk3nLoVkogCFY6JFaYgOxu25Xm43fjKEBY0%3d",NA,NA,NA,NA,NA,NA,0,5,2,0.00657481547619034
"404","Louisville (502)","College","Men","Louisville","KY","/teams/events/Eventteam/?TeamId=eMdqw20MyKgLSbGy1YLSeEUvhg6ezEpm5T02QmV6D6o%3d",356,"Louisville",477,"Division I","Great Lakes","East Plains DI",1,4,229,0.00651726613368185
"405","Bates-B (Orange Whip B-Team aka The Whippettes)","College","Men","Lewiston","ME","/teams/events/Eventteam/?TeamId=VFdNp1xyj5jvFEvjtMmqnZURRl3iB1QlWb2LaoyX1KQ%3d",NA,NA,NA,NA,NA,NA,0,6,26,0.0060666111789962
"406","St Mary's (Minnesota) (MUTs)","College","Men","Winona","MN","/teams/events/Eventteam/?TeamId=My5l14oX9jdBWkdb%2fv1q4oCabfYO96ScuLr%2fcv%2fqaC0%3d",427,"St Mary's (Minnesota)",41,"Division III","North Central","Northwoods DIII",1,5,396,0.00595836071157836
"407","Mars Hill (Passive Fist)","College","Men","Mars Hill","NC","/teams/events/Eventteam/?TeamId=vB4quge7hPiS9qoP8gZ%2fZ3WXonl%2fYNnrLGiVAQVLjnY%3d",377,"Mars Hill",376,"Division III","Atlantic Coast","Carolina DIII",0,6,239,0.00595461023163851
"408","Oberlin-B (Flying Horsecows)","College","Men","Oberlin","OH","/teams/events/Eventteam/?TeamId=7oJ%2fuc9%2fQIL04duNBI3V2XGaeAa43CNhlcn8RwA8DFk%3d",423,"Oberlin B",70,"Developmental","Ohio Valley","Ohio Valley Dev",5,8,311,0.00576335082753208
"409","Arkansas-B (Speed Bump)","College","Men","Fayetteville","AR","/teams/events/Eventteam/?TeamId=l2nuu4rL2WMRqtj6FedOnVqlJo7xeMOpIY6GxOmRLjc%3d",397,"Arkansas B",274,"Developmental","South Central","Ozarks DI",1,18,19,0.00567146015938924
"410","Reed (Berserk)","College","Men","Portland","OR","/teams/events/Eventteam/?TeamId=v6lfOAPoODFdbFYj9i6J0JLOetLfS5YaS72QElWxS3w%3d",399,"Reed",265,"Division III","Northwest","Northwest DIII",5,9,348,0.00542984129603047
"411","Florida Gulf Coast (FGCU Eagles)","College","Men","Fort Myers","FL","/teams/events/Eventteam/?TeamId=CM1D2tFPgotCSILxHiuFCmtzohcpj3G04JIpNeyuhOY%3d",393,"Florida Gulf Coast",307,"Division I","Southeast","Florida DI",7,8,149,0.00539850075876018
"412","Rhode Island -B (RIUT B)","College","Men","Kingston","RI","/teams/events/Eventteam/?TeamId=rfTMnC22yeLKkrJ5A%2fqT6QjWF9CERl%2fYk9sNKEPVnuI%3d",449,"Rhode Island  B",-86,"Developmental","New England","South New England Dev",8,12,351,0.00528409299350695
"413","Boston University-B (Boston University )","College","Men","Boston","MA","/teams/events/Eventteam/?TeamId=Uvu86iWqF8NkdOAT%2b8ora9vIP33Uu8zPnCLNy1dTtwY%3d",447,"Boston University B",-61,"Developmental","New England","Metro Boston Dev",5,11,38,0.00519010801432712
"414","Notre Dame-B (Opus D's)","College","Men","Notre Dame","IN","/teams/events/Eventteam/?TeamId=qaTJR%2f0F8qE40b375qpw8%2beEpeV%2bRAYbNqfh9TxvQMU%3d",434,"Notre Dame B",11,"Developmental","Great Lakes","Great Lakes Dev",12,15,308,0.0051764396672175
"415","Cleveland State (Burning River Vikings)","College","Men","Cleveland","OH","/teams/events/Eventteam/?TeamId=TeSh5Z70FcKJvV9fFafKbIeWr5FYDDvmGn2bHZGtOSA%3d",433,"Cleveland State",12,"Division I","Ohio Valley","Ohio DI",4,12,101,0.00508736736722807
"416","California-Santa Barbara-B (Black Out)","College","Men","Goleta","CA","/teams/events/Eventteam/?TeamId=KHlUsmYhLwjYGNzUm%2fYWEAKuc31K4%2fdHDhe5ClZPOvA%3d",425,"California-Santa Barbara B",49,"Developmental","Southwest","Southwest Dev",1,10,66,0.00500824034836566
"417","Oklahoma-B (Apes of Wrath B)","College","Men","Norman","OK","/teams/events/Eventteam/?TeamId=tp06WsW4f2Tnr65HYaa7Vv0V7cM5ujtW0qbYGQhiA7w%3d",NA,NA,NA,NA,NA,NA,3,9,320,0.00499216198255098
"418","North Carolina-Wilmington-B (KillaBeez)","College","Men","Wilmington","NC","/teams/events/Eventteam/?TeamId=KETMya3Yaudt9%2beBjTXlN08GWQwsoUhvSV4WQ6r2ERg%3d",366,"North Carolina-Wilmington B",430,"Developmental","Atlantic Coast","Carolina Dev",7,8,290,0.00495406443402074
"419","California - Pennsylvania (Nerve Pinch)","College","Men","California","PA","/teams/events/Eventteam/?TeamId=1J%2fQuiQEK2uVrE623QHCrgea6UCFWQX6Rr0%2fJvsN2WE%3d",455,"California - Pennsylvania",-130,"Division I","Ohio Valley","Ohio Valley Dev",5,7,70,0.00478689507410625
"420","Temple-B (False Alarm)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=HseUpNktb64MPzRB5Q%2bhEMQwGWBSxrFfbPTQjEv7g7o%3d",422,"Temple B",73,"Developmental","Ohio Valley","Ohio Valley Dev",10,10,424,0.00465472647369325
"421","Florida Atlantic (Catalyst)","College","Men","Boca Raton","FL","/teams/events/Eventteam/?TeamId=Z73dgjVMCBOHzI%2fZj5EwIJ0440AiGxu4EgIeLvaBPtA%3d",336,"Florida Atlantic",556,"Division I","Southeast","Florida DI",3,4,148,0.00459600568830863
"422","Shenandoah (Sound Ultimate)","College","Men","Winchester","VA","/teams/events/Eventteam/?TeamId=QSUFlgSRJ0XXn5MpG%2b1IfYUd3EOxKbCNv57kbPsVDZI%3d",368,"Shenandoah",424,"Division III","Atlantic Coast","Northern Atlantic Coast DIII",13,12,375,0.00458522929439267
"423","Alabama-B (Alabama B )","College","Men","Tuscaloosa","AL","/teams/events/Eventteam/?TeamId=ZU5W9vvCEddxg2W8o6yEoCJOchwADCmhS%2fFdMQof3CM%3d",NA,NA,NA,NA,NA,NA,2,5,4,0.00434378259789394
"424","Denison (Denison Frisbee Ultimate Club)","College","Men","Granville","OH","/teams/events/Eventteam/?TeamId=F02N5f3Mj4Cxtf60GsWGBsdHK0NcpgvYqiGgoXTQxMs%3d",NA,NA,NA,NA,NA,NA,4,8,129,0.00431829980642885
"425","Youngstown State (Aperture Ultimate )","College","Men","Youngstown","OH","/teams/events/Eventteam/?TeamId=UPtFVP348skZ1dtnGfE9Jghv10E8P4DiySnBQZ7Ydws%3d",341,"Youngstown State",533,"Division I","Ohio Valley","Ohio DI",6,8,522,0.00424056865926001
"426","Indiana-B (HoosierDaddy!s)","College","Men","Bloomington","IN","/teams/events/Eventteam/?TeamId=xuz50S4pqHEXiTN8xXND730eHKi1KsbFenFI05KYesk%3d",459,"Indiana B",-181,"Developmental","Great Lakes","Great Lakes Dev",3,23,196,0.00421857762999317
"427","Illinois-Chicago  (Funk)","College","Men","Chicago","IL","/teams/events/Eventteam/?TeamId=hbIEVzG1j%2bii8SZcuKievNBUny7nOuYJfHWiwaSjFg0%3d",395,"Illinois-Chicago",284,"Division I","Great Lakes","Illinois DI",7,12,192,0.00410803065128944
"428","Fairfield (Fairfield Spartans)","College","Men","Fairfield","CT","/teams/events/Eventteam/?TeamId=1jEuwpVXTSnQudbr7nGgaL4UOKkML0xsEGEotJXEq1M%3d",424,"Fairfield",51,"Division III","Metro East","Hudson Valley DIII",3,8,145,0.00410698438703464
"429","Southern Methodist  (EVO)","College","Men","Dallas","TX","/teams/events/Eventteam/?TeamId=BJ2ESzl0eLz%2bUjSfDjVXki4wHL6YIHByJSi70pCDBkk%3d",431,"Southern Methodist",23,"Division I","South Central","North Texas DI",1,16,389,0.00410681969096386
"430","Armstrong State (Pirate Ultimate)","College","Men","Savannah","GA","/teams/events/Eventteam/?TeamId=Ubssd%2fHrgG7aI520mk9E0EAfGl%2bU4lH%2fAy%2bBdNWQvF0%3d",394,"Armstrong State",295,"Division III","Southeast","Eastern Southeast DIII",0,11,22,0.0040788723308341
"431","Siena (Siena Saints)","College","Men","Albany","NY","/teams/events/Eventteam/?TeamId=yD7VwsYrjIM9tD8%2f%2fxGz6B6I5yp%2f88mJMKChwGociCY%3d",437,"Siena",-1,"Division III","Metro East","Hudson Valley DIII",0,10,378,0.00383178794119109
"432","Iowa State-B (Iowa State-B (Yogurt Wagon))","College","Men","Ames","IA","/teams/events/Eventteam/?TeamId=WF9p69AV%2fZcJ6ybrGqnmke5JR1IPI6nXE1pNew25fMY%3d",373,"Iowa State B",397,"Developmental","North Central","North Central Dev",4,16,201,0.00379571799389257
"433","Embry-Riddle (Florida) (Dirty Birds)","College","Men","Daytona Beach","FL","/teams/events/Eventteam/?TeamId=aJQ1TnqghYUYHpz9lj13ll0AJWXeaax%2b66JIlLc3Kfw%3d",388,"Embry-Riddle (Florida)",331,"Division III","Southeast","Eastern Southeast DIII",3,21,142,0.0037897505794245
"434","Roger Williams (Rhody Fresh)","College","Men","Bristol","RI","/teams/events/Eventteam/?TeamId=GqJpTnmQaAq%2fT%2fwE1E6bXAkbKEGu0gI0XRGUZbaW6Q4%3d",276,"Roger Williams",721,"Division III","New England","South New England DIII",1,5,358,0.00378026091104793
"435","Holy Cross (Purple Heys)","College","Men","Worcester","MA","/teams/events/Eventteam/?TeamId=W4vWAtrYMeDlkiwFmLy4%2ffpa1ygnwfRfBLvvMSt2hoU%3d",NA,NA,NA,NA,NA,NA,2,4,186,0.0037738394226576
"436","Dartmouth-B (Discomfort Trolley)","College","Men","Hanover","NH","/teams/events/Eventteam/?TeamId=pxnWIPkMzJ%2fmMQq568yvm2wwQ%2fhZkGaeZ23b5bN34tY%3d",443,"Dartmouth B",-25,"Developmental","New England","North New England Dev",5,12,123,0.00371701443555153
"437","Westfield State (Owls)","College","Men","Westfield","MA","/teams/events/Eventteam/?TeamId=IaE2KA8GhpeYmK%2byiFOhQ%2b3nKS42E%2fwBW0Vyz8bpJS0%3d",NA,NA,NA,NA,NA,NA,1,8,491,0.00355229104400538
"438","Indiana (Pennsylvania) (Innuendo)","College","Men","Indiana","PA","/teams/events/Eventteam/?TeamId=%2b6k8MzuXciLiFeCxr%2fORnfNZKjxbfh1Bg0aFH10oKfc%3d",442,"Indiana (Pennsylvania)",-21,"Division I","Ohio Valley","West Penn DI",3,15,198,0.0033942516751139
"439","Princeton-B (Clockwork B)","College","Men","Princeton","NJ","/teams/events/Eventteam/?TeamId=AW%2fXu7JZGvIKuo9TMzO9aUwWbqNy72b%2fCimE0ObxOKw%3d",415,"Princeton B",160,"Developmental","Metro East","Metro East Dev",8,13,341,0.00314313148493283
"440","SUNY-Buffalo-B (Grinch)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=Zt%2f%2bqGrzCzyoSQSam99FO5qMVJ%2ffAMxIvR3grZTS9Lo%3d",426,"SUNY-Buffalo B",48,"Developmental","Metro East","Metro East Dev",8,14,412,0.00313150914034248
"441","Spring Hill (SHUC)","College","Men","Mobile","AL","/teams/events/Eventteam/?TeamId=6d%2brzgLD2L1tm3d9Z0rIIRNzFYJS5eqdD7E%2fZHRHzVA%3d",416,"Spring Hill",146,"Division III","Southeast","Western Southeast DIII",1,11,391,0.00311708784164507
"442","Southern Connecticut State (Mighty Hucks)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=3Fp3EIoJM5L%2fwm%2funSug4KM4u8axDInLuqBQLFWqlAc%3d",391,"Southern Connecticut State",324,"Division I","Metro East","Hudson Valley DI",1,5,387,0.00308029541296434
"443","West Chester-B (West Chester)","College","Men","West Chester","PA","/teams/events/Eventteam/?TeamId=gphOmWfI%2bL5sNo6geuGC%2fQieIAu8DmLqzFPIqaFT8PE%3d",477,"West Chester B",-681,"Developmental","Ohio Valley","Ohio Valley Dev",2,18,483,0.00291003185570258
"444","West Virginia-B (WV Wonderful)","College","Men","Morgantown","WV","/teams/events/Eventteam/?TeamId=PEwyFnutY%2bX0GgMBdHBcZ%2fbIghtrE8cgz20aT%2f3H6ac%3d",478,"West Virginia B",-701,"Developmental","Ohio Valley","Ohio Valley Dev",2,14,485,0.00283108193204254
"445","Oregon State-B (Oregon State B)","College","Men","Corvallis","OR","/teams/events/Eventteam/?TeamId=59tR93MYSova9PjQ%2fnxC6bxL6L1%2f08I8GJQONYLX2pY%3d",411,"Oregon State B",188,"Developmental","Northwest","Cascadia DI",3,17,326,0.00276996077883679
"446","Pennsylvania-B (Null)","College","Men","Philadelphia","PA","/teams/events/Eventteam/?TeamId=g7Y8kg3V1vzrypOwNu9VeEDGaYBXA%2bVzVMEe4YwBg%2f8%3d",463,"Pennsylvania B",-247,"Developmental","Ohio Valley","Ohio Valley Dev",5,12,333,0.00275006363240635
"447","Calvin (Calvin Ultimate)","College","Men","Grand Rapids","MI","/teams/events/Eventteam/?TeamId=Tb0D%2bDYAYZsjq4TOk0%2bS2fJOvljn6WVaWQjhEHAzywQ%3d",400,"Calvin",254,"Division III","Great Lakes","Michigan DIII",6,11,73,0.00273095291753109
"448","William & Mary-B (Seahorse)","College","Men","Williamsburg","VA","/teams/events/Eventteam/?TeamId=CgvPq0TMNLke4MawphMUxswvOqhBz9UTz0PNL9HcF18%3d",405,"William & Mary B",229,"Developmental","Atlantic Coast","Virginia Dev",4,10,496,0.00241677197178939
"449","Arizona State-C (Pleasure Ultimate)","College","Men","Tempe","AZ","/teams/events/Eventteam/?TeamId=ZInCwv0pkPe4asF3%2baQrbUV4r%2fY3kTrYWmXhmYJCUwM%3d",NA,NA,NA,NA,NA,NA,1,7,17,0.0023118030561057
"450","Shippensburg-B (Scapegoats)","College","Men","Shippensburg","PA","/teams/events/Eventteam/?TeamId=T47tCxSH84478wCcpvBcd4xuif1iNzRSl6K8sCrlH5o%3d",NA,NA,NA,NA,NA,NA,2,10,376,0.00221654554699059
"451","Purdue-B (CTRL-Z)","College","Men","West Lafayette","IN","/teams/events/Eventteam/?TeamId=m1r31%2bRFSmAeqdUe8528DAY0bOiGabdW93lMZmWoTaE%3d",390,"Purdue B",328,"Developmental","Great Lakes","Great Lakes Dev",8,10,344,0.00218511935370985
"452","Illinois State-B (Gnomes B)","College","Men","Normal","IL","/teams/events/Eventteam/?TeamId=AyJuBtqksFOKhqXMZIpN7fRGjn9UqgaO6WkK0suNE3A%3d",NA,NA,NA,NA,NA,NA,1,12,194,0.00207296468512705
"453","Cincinnati-B (Cincinnati B)","College","Men","Cincinnati","OH","/teams/events/Eventteam/?TeamId=UcnHlLkMQMKy73En1WFLhDqTBKECkKdzNe%2fYPvLBKCw%3d",NA,NA,NA,NA,NA,NA,2,4,94,0.00207203404668844
"454","Bethel (Bethel Ultimate)","College","Men","Saint Paul","MN","/teams/events/Eventteam/?TeamId=740MAyL9AIYXmVoa1sRWZ3JYUjKdzv747%2fzaz4dTNDo%3d",406,"Bethel",227,"Division III","North Central","Northwoods DIII",2,9,34,0.00206158969218418
"455","Stevens Tech-B (Stevens Tech)","College","Men","Hoboken","NJ","/teams/events/Eventteam/?TeamId=M3pi%2bvAKqe9cSTEedRmZsNe5VSDIs0Ro%2fgK9mZ9AkHU%3d",457,"Stevens Tech B",-168,"Developmental","Metro East","Metro East Dev",2,15,402,0.00205078538495364
"456","Washington-C (Washington C)","College","Men","Seattle","WA","/teams/events/Eventteam/?TeamId=skS0wSj0pcLZMg9H9L%2fBeEcpYmLD66nolhR3KWjTMgE%3d",451,"Washington C",-104,"Developmental","Northwest","Cascadia DI",4,17,476,0.00204476140315493
"457","Luther-B (Pound)","College","Men","Decorah","IA","/teams/events/Eventteam/?TeamId=ormwpSgHfexdDxrO9dRNNM1bTP2vulYqNnTqL4bA7IY%3d",417,"Luther B",105,"Division III","North Central","West Plains DIII",8,15,233,0.00198816543741649
"458","Rutgers-B (Big Mac)","College","Men","Piscataway","NJ","/teams/events/Eventteam/?TeamId=OIHd1Jt24JMG%2b0VS2NPd0sZtgCS9n%2f64egSjp8IeW6I%3d",401,"Rutgers B",240,"Developmental","Metro East","Metro East Dev",2,4,362,0.00196287378310378
"459","Texas-C (Texas C)","College","Men","Austin","TX","/teams/events/Eventteam/?TeamId=cfjctPYIWdqqPf1FmN7pn1uSX1hiM5jtCTlxToCwvVo%3d",444,"Texas C",-27,"Developmental","South Central","South Texas DI",1,14,430,0.00193005849540788
"460","Gettysburg (Pan Fried Funk)","College","Men","Gettysburg","PA","/teams/events/Eventteam/?TeamId=LOjHQHWWGG6fmsvC6z%2f2RFrebvcb0txZfeZsroBPS%2bQ%3d",342,"Gettysburg",524,"Division III","Ohio Valley","West Penn DIII",2,4,172,0.00190664376288707
"461","Wisconsin-La Crosse-B (BadLUC B)","College","Men","La Crosse","WI","/teams/events/Eventteam/?TeamId=weG6TjQ%2bWXTOeW%2bN9Y7gxJ3sPHL99mRpK3rj7EroPr4%3d",439,"Wisconsin-La Crosse B",-17,"Developmental","North Central","Lake Superior DI",2,8,506,0.00189356150065964
"462","Toledo (Savage)","College","Men","Toledo","OH","/teams/events/Eventteam/?TeamId=h7Z1eD58YmHw6oWdQgbb7UQuxWRiHiVnlmd0kYebZjs%3d",402,"Toledo",239,"Division I","Ohio Valley","Ohio DI",4,12,443,0.00189323948389916
"463","Bucknell (Mudsharks)","College","Men","Lewisburg","PA","/teams/events/Eventteam/?TeamId=UY2m3nRZahxDVoBb1HOiSPDGTun4byoKm8eiowAKrxI%3d",364,"Bucknell",435,"Division III","Ohio Valley","West Penn DIII",2,5,52,0.00188719788977648
"464","Ohio Wesleyan (Firedogs)","College","Men","Delaware","OH","/teams/events/Eventteam/?TeamId=VlyDP%2bLZgMJIByXLILdpksi0yalKR%2bPlT51a8NJDUEU%3d",384,"Ohio Wesleyan",363,"Division III","Ohio Valley","Ohio DIII",3,6,319,0.00184075603904815
"465","Coe (Kohucks)","College","Men","Cedar Rapids","IA","/teams/events/Eventteam/?TeamId=M2KLyTqD5mvhgYovdDU7no%2fuT1ElG7Sk9Zdl%2bslQM1E%3d",450,"Coe",-86,"Division III","North Central","West Plains DIII",2,18,102,0.00179928527957628
"466","Rose-Hulman (Elephantitis)","College","Men","Terre Haute","IN","/teams/events/Eventteam/?TeamId=2sNotVgO1mdnFfW1AXQUnr033uk20ijn2gat1ukTpzY%3d",379,"Rose-Hulman",373,"Division III","Great Lakes","East Plains DIII",2,7,359,0.00171444546219392
"467","Boston College-B (Boston College Eagles B)","College","Men","Chestnut Hill","MA","/teams/events/Eventteam/?TeamId=g3q6tyc14e4sVnRof7D1uL%2bAWlNiJ6a%2biYcEKBNKkA0%3d",430,"Boston College B",35,"Developmental","New England","Metro Boston Dev",6,5,36,0.00166937700421677
"468","IUPUI (Jaguars)","College","Men","Indianapolis","IN","/teams/events/Eventteam/?TeamId=U8MpOcNxDdaUZvsEbpr3hK0wd3394njjyIQVMrOvvNM%3d",414,"IUPUI",173,"Division I","Great Lakes","East Plains DI",2,17,204,0.00166425933637038
"469","Michigan State-B (Riot Control)","College","Men","East Lansing","MI","/teams/events/Eventteam/?TeamId=A3c2IS1w2Lm5o%2fM%2b2OFdmSsWn1qIVuptlni7ILZUNeY%3d",438,"Michigan State B",-14,"Developmental","Great Lakes","Great Lakes Dev",5,8,256,0.00164426393455259
"470","Carleton College-C (Hot Karls)","College","Men","Northfield","MN","/teams/events/Eventteam/?TeamId=b52n9wfKRyGm78dayKgRNvS5RynqoB96GjMjVCaLOGk%3d",363,"Carleton College C",440,"Developmental","North Central","North Central Dev",1,6,75,0.00156596804868633
"471","Canisius (Wolf Pack)","College","Men","Buffalo","NY","/teams/events/Eventteam/?TeamId=jea3Gy%2ff5DxRLg7DTUebFXhZJrZ4vuave8Ii%2f9VCXbI%3d",412,"Canisius",182,"Division III","Metro East","Western NY DIII",0,5,74,0.00149894249040486
"472","Tufts-C (Tufts C)","College","Men","Medford","MA","/teams/events/Eventteam/?TeamId=5xeHtouvI4eEwHRORtiK54D8ywbmrE%2ffLuc0T0zDBpA%3d",418,"Tufts C",96,"Developmental","New England","Metro Boston Dev",4,2,451,0.00148044017429627
"473","Williams-B (BUF*)","College","Men","Williamstown","MA","/teams/events/Eventteam/?TeamId=Pc5KgD0JqbI9RD4Qu5a50PC7mqe4Zc1TgN%2ffIKrvuVo%3d",473,"Williams B",-489,"Developmental","New England","South New England Dev",3,10,498,0.00141356206078448
"474","Brown-C (Brown - C)","College","Men","Providence","RI","/teams/events/Eventteam/?TeamId=CiO09PNiECsxRpmMWIHRaqZZBujSk6pvj6EsVucnfsY%3d",NA,NA,NA,NA,NA,NA,1,5,49,0.00140866391793238
"475","Massachusetts-B (Zoodisc B)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=M%2f3WWUY1FjJjQac%2f7ANfZL6sZC%2bH7AK4D0AinKZAQH8%3d",NA,NA,NA,NA,NA,NA,0,6,245,0.0013399821758072
"476","Stanford-B (Stanford Prison Experiment)","College","Men","Stanford","CA","/teams/events/Eventteam/?TeamId=EemoR7R2JVi0NlNmpYjBP2EteTYDYzSeaxuPBCdkrBE%3d",NA,NA,NA,NA,NA,NA,0,5,399,0.00132578688220168
"477","Salisbury (Buzz Ultimate A)","College","Men","Salisbury","MD","/teams/events/Eventteam/?TeamId=nKEMc4joFaEq6UKXyIrrWX3ZHdisgxS6W8xSD8ZCUrY%3d",383,"Salisbury",364,"Division I","Atlantic Coast","Colonial DI",1,15,368,0.00130304568036718
"478","Northern Michigan (Riptide)","College","Men","Marquette","MI","/teams/events/Eventteam/?TeamId=ja9JoP%2fgLnGYE3mnxcV97EcOs9nGvNvp%2flz8pIQHWJs%3d",396,"Northern Michigan",281,"Division I","North Central","Lake Superior DI",5,7,305,0.00129620021800397
"479","Maryland-Baltimore County-B (Tembo)","College","Men","Baltimore","MD","/teams/events/Eventteam/?TeamId=dkXjFRWFbzGnu%2bbcZW%2fGYhmVdDDpGz38DG%2fIX9MpDeQ%3d",454,"Maryland-Baltimore County B",-130,"Developmental","Atlantic Coast","Colonial Dev",5,8,242,0.00125553848569021
"480","Clemson-B (Biefs)","College","Men","Clemson","SC","/teams/events/Eventteam/?TeamId=c0RjVRXIzAJ%2b4xkHoUBliYoTIZoMtAiL8gNZybK086w%3d",407,"Clemson B",221,"Developmental","Atlantic Coast","Carolina Dev",1,11,99,0.00123386921512908
"481","Fresno State (Rabid)","College","Men","Fresno","CA","/teams/events/Eventteam/?TeamId=C2T2U5AQbj1ZL1UlRgb6XM6fftAsHuge65w0ZA3tGco%3d",NA,NA,NA,NA,NA,NA,1,5,157,0.00113869930939525
"482","California-San Diego-C (Air Squids Select)","College","Men","San Diego","CA","/teams/events/Eventteam/?TeamId=hLBZi3ooc7Sg%2f%2bKIL3cylSIuqRsxuOx3y8mngadre%2f0%3d",440,"California-San Diego C",-18,"Developmental","Southwest","Southwest Dev",2,4,64,0.00106034486959324
"483","Bowling Green (Penguins)","College","Men","Bowling Green","OH","/teams/events/Eventteam/?TeamId=zL7GvozBDjtQaVZGtqqd%2fmlXDoB59OBcEoHr68x3orc%3d",NA,NA,NA,NA,NA,NA,1,11,41,0.00104567780390648
"484","MIT-B (Woodmunchers)","College","Men","Cambridge","MA","/teams/events/Eventteam/?TeamId=PTi6ROpyNk4%2fJ7TRAiAKNTyE%2bLGHJ0Bx0wVKgOsvMwM%3d",471,"MIT B",-334,"Developmental","New England","Metro Boston Dev",3,13,273,0.00100526308446219
"485","Amherst-B (Bubba Ho-Tep)","College","Men","Amherst","MA","/teams/events/Eventteam/?TeamId=gLedrrfBffaXnhoYWjY3vxUYRns4VyMPEtdyIrHZ7gI%3d",472,"Amherst B",-406,"Developmental","New England","South New England Dev",4,9,11,0.000968758977722961
"486","Lawrence (Lawrence University Men's Ultimate)","College","Men","Appleton","WI","/teams/events/Eventteam/?TeamId=Nw0xZ6kQ9%2b66N21sCC6uJnYSFkUdtmT2EPOF2EHhNwM%3d",428,"Lawrence",41,"Division III","North Central","Lake Superior DIII",2,7,222,0.00090103849143665
"487","Cornell College (C-Team)","College","Men","Mount Vernon","IA","/teams/events/Eventteam/?TeamId=lvqyDGOcGn4Q%2fpTvCsRvLGbY6iCE5OF9PX5To%2bZ4h1o%3d",452,"Cornell College",-117,"Division III","North Central","West Plains DIII",1,9,120,0.000738794076332408
"488","American-B (Booty Brown)","College","Men","Washington","DC","/teams/events/Eventteam/?TeamId=5VZpUkAZQ9qYq1WwcznsgjToYs4SgHO3eYLCnlfjezQ%3d",468,"American B",-291,"Developmental","Atlantic Coast","Colonial Dev",5,20,9,0.000676806360170213
"489","Yale-B (Harvard Red Line)","College","Men","New Haven","CT","/teams/events/Eventteam/?TeamId=Sv%2fuJBaZDHxYIRgnRhTon6O7AWbFhIGK3bUEcc5dMFI%3d",NA,NA,NA,NA,NA,NA,2,4,520,0.000578126140157429
