"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"35","Virginia Tech","College","Men","Division I","Atlantic Coast","Virginia DI","7","5","/teams/events/Eventteam/?TeamId=cka3O9x4lcgypSMx8dYlv3ZdTWfKMlJDK6rm9lGMSQE%3d",2.97348906407421
"36","Brown","College","Men","Division I","New England","South New England DI","6","9","/teams/events/Eventteam/?TeamId=OUvScYkbw0BFIf8OR05004gIdCq5%2bEKKkgCM0P3ASIw%3d",2.9381034304602
"37","LSU","College","Men","Division I","Southeast","Gulf Coast DI","23","5","/teams/events/Eventteam/?TeamId=zpSOdcDSsYKTG2%2fMo2U%2bP5D9eTwxhNYAMM6XVAZhCLc%3d",2.87231823984234
"38","Notre Dame","College","Men","Division I","Great Lakes","East Plains DI","12","9","/teams/events/Eventteam/?TeamId=WgRfir8LU7DOF%2bdWNsPthKYWwj4uiLzr6G4izUkmxVM%3d",2.79142351635458
"39","Texas Tech","College","Men","Division I","South Central","North Texas DI","20","2","/teams/events/Eventteam/?TeamId=h4NQwK%2fuKG%2f3LccB%2fBTTnMENJYYD7mDdwMHpcL53CLA%3d",2.61036938352939
"40","Tufts","College","Men","Division I","New England","Metro Boston DI","2","4","/teams/events/Eventteam/?TeamId=J4AliUeh5ZlPjYBlgF%2bpjmbHcK4HYGn5gkhf5yGrBBI%3d",2.58323771478756
"41","Northeastern","College","Men","Division I","New England","Metro Boston DI","16","5","/teams/events/Eventteam/?TeamId=MhzZVzBDtrZbw%2fP8ZZEAL3yUx%2fdFP8JewePv6OHdHRY%3d",2.54486284092719
"42","Harvard","College","Men","Division I","New England","Metro Boston DI","7","8","/teams/events/Eventteam/?TeamId=GR%2f7FpUMAHYiCNUZ6dwVZjArqD2Qxokk36oXiSKGk9Y%3d",2.53250862590623
"43","Texas","College","Men","Division I","South Central","South Texas DI","6","13","/teams/events/Eventteam/?TeamId=IpqF2j5DGGSa4G05i%2fN9juaihnT8eQxDdoJmCkCdgfg%3d",2.45946923706868
"44","Montana State","College","Men","Division I","Northwest","Big Sky DI","13","0","/teams/events/Eventteam/?TeamId=K4NGflpVOgSAJTJEbD5qCe5sxkF9ZsO5QqXmH6jVpac%3d",2.16032057121913
"45","Southern California","College","Men","Division I","Southwest","SoCal DI","14","6","/teams/events/Eventteam/?TeamId=CxR4R4GqVpPdk%2b%2bJ9Fd8LgQMMKPk5yIgX6QA4gjkaFc%3d",2.06165541209622
"46","Iowa State","College","Men","Division I","North Central","West Plains DI","10","3","/teams/events/Eventteam/?TeamId=sZVKoPDQhqIVwv2VnZyEGynxRoEmPoPxx1SgajX1j2I%3d",1.91289787885793
"47","Ohio State","College","Men","Division I","Ohio Valley","Ohio DI","11","12","/teams/events/Eventteam/?TeamId=YQyMLUencDbRAvnLTZ8eUVDvddbcRu1Rpp%2fvsi6%2b%2fes%3d",1.86380584801638
"48","Emory","College","Men","Division I","Southeast","Southern Appalachian DI","14","7","/teams/events/Eventteam/?TeamId=eWCzyIv%2bSrZj08gDeJjqfsjGStcMk10ToMQ9iLcKGRA%3d",1.80611656518941
"49","Clemson","College","Men","Division I","Atlantic Coast","Carolina DI","12","16","/teams/events/Eventteam/?TeamId=tc9UyJTaX5LKMgJ535CxjSMVhuhozup31vjSyx3q4d4%3d",1.70010641397469
"50","William & Mary","College","Men","Division I","Atlantic Coast","Virginia DI","10","12","/teams/events/Eventteam/?TeamId=BT6dvz9i297AHGqETMr9lgFLtyCBruZKHSjJd%2bktZkk%3d",1.58858105730139
"51","Air Force","College","Men","Division III","South Central","Northern South Central DIII","22","4","/teams/events/Eventteam/?TeamId=fpIytPB8Dx8D%2bL%2fkzLPPlRYLVEip8jnSUOtmSvMfe9g%3d",1.54428321804928
"52","California-San Diego","College","Men","Division I","Southwest","SoCal DI","5","10","/teams/events/Eventteam/?TeamId=g%2b5fP8ugcD%2bL221WEoSTUmqynJ0Y9IB8S%2fEbDOoChRI%3d",1.50771658160758
"53","Villanova","College","Men","Division I","Ohio Valley","East Penn DI","8","9","/teams/events/Eventteam/?TeamId=9lBthNu%2fVQzijesSj9EhIFh6Neq8MCxBUn%2fhVEEcj3M%3d",1.46928932630775
"54","Nevada-Reno","College","Men","Division I","Southwest","NorCal DI","20","5","/teams/events/Eventteam/?TeamId=LGmXODDnfZGIuZFbx05UItT9fnR8ilhrfbp7faftM%2bo%3d",1.4551175716129
"55","Maryland","College","Men","Division I","Atlantic Coast","Colonial DI","13","7","/teams/events/Eventteam/?TeamId=vpO8IDzh0CE7pgnQnnC%2fSHS8GzgkuiKxuhA%2bX81C1EE%3d",1.43689750107326
"56","George Washington","College","Men","Division I","Atlantic Coast","Colonial DI","10","4","/teams/events/Eventteam/?TeamId=bYgFb61CtHM6%2bRdfAs3JRH6dvZQX7Qnfnsn1nqK8Yv0%3d",1.42934202101576
"57","Richmond","College","Men","Division III","Atlantic Coast","Northern Atlantic Coast DIII","6","8","/teams/events/Eventteam/?TeamId=BOu52yIpK8UabwRgnYVxum02k8MsmgUjS3WHjqARGCg%3d",1.3873795107833
"58","Illinois","College","Men","Division I","Great Lakes","Illinois DI","5","8","/teams/events/Eventteam/?TeamId=Dt%2fGNzRwOX8%2bfQu6yc0cHFo89pJVTkxCCrMJRbpVnpY%3d",1.3837833712323
"59","Penn State","College","Men","Division I","Ohio Valley","West Penn DI","11","4","/teams/events/Eventteam/?TeamId=UtA3lYk3CKAms8pBRbK2pGtrYVaf4I482HqHjsUbAEI%3d",1.36847410161353
"60","Colorado College","College","Men","Division III","South Central","Northern South Central DIII","17","2","/teams/events/Eventteam/?TeamId=3x6AvfTJCnboUJDh5njMg7rapfixLdypMISpRG3T2Ds%3d",1.36390012277641
"61","Vermont","College","Men","Division I","New England","North New England DI","4","4","/teams/events/Eventteam/?TeamId=ZZIVWFW12JtpVc8PsvdoPFShuAuZjdeDSvUYAeLmLa4%3d",1.2847226129221
"62","Arkansas","College","Men","Division I","South Central","Ozarks DI","6","10","/teams/events/Eventteam/?TeamId=1E%2bmReGQ87HZpY3bfSryJwrMu5%2fwJB7g1XHH0e8AxCM%3d",1.28061213962726
"63","Georgia Tech","College","Men","Division I","Southeast","Southern Appalachian DI","7","11","/teams/events/Eventteam/?TeamId=MT%2fVWJEI5XhmTVdRDaQhMbrckbFJu%2fObwFy0ytoRsMw%3d",1.27215939834806
"64","Tennessee","College","Men","Division I","Southeast","Southern Appalachian DI","6","1","/teams/events/Eventteam/?TeamId=KSrojy1smBAQRLAkb%2bco%2b7qDvP4gDX4Plbm19SHH9qY%3d",1.17533094225911
"65","Tennessee-Chattanooga","College","Men","Division I","Southeast","Southern Appalachian DI","12","9","/teams/events/Eventteam/?TeamId=5CKBYVtGQ5El2abmE5WU4OKeX4C6plgAaZU1pVPQDRc%3d",1.17283531382817
"66","John Brown","College","Men","Division III","South Central","Northern South Central DIII","18","4","/teams/events/Eventteam/?TeamId=CTVb1gnmHNTikOYyZqvozB83tJJUwUzfRvkyYdpSbQk%3d",1.16648141469726
"67","Georgia Southern","College","Men","Division I","Southeast","Southern Appalachian DI","15","10","/teams/events/Eventteam/?TeamId=oDJlTMVtKHZS%2blHUtJbh5Q2469DPsGadXgJ1wf0CtZM%3d",1.11647077729661
"68","Arizona State","College","Men","Division I","Southwest","Desert DI","8","13","/teams/events/Eventteam/?TeamId=sWuOWiSgBQzQhhvR04iLpbctaOUr3I01A%2bSQV7YmFP8%3d",1.09775898075743
"69","Williams","College","Men","Division III","New England","South New England DIII","14","9","/teams/events/Eventteam/?TeamId=at%2fJNh1%2b5ZP1FKnbhyWHCiD5CiCP92k995NZ8ff6Xp8%3d",1.06524185424252
"70","Alabama-Huntsville","College","Men","Division III","Southeast","Western Southeast DIII","15","6","/teams/events/Eventteam/?TeamId=8tkzhyeR1zDtQLVxmZD1nGpqv8jCkD9YWlj67pNFy6U%3d",1.02508558496665
"71","Minnesota-Duluth","College","Men","Division I","North Central","Northwoods DI","17","1","/teams/events/Eventteam/?TeamId=mknt3Jk4UeIV4nhJKavNAAufMXjSIy1PZgopkKNE0Gg%3d",1.00928770479244
"72","North Carolina-Charlotte","College","Men","Division I","Atlantic Coast","Carolina DI","12","8","/teams/events/Eventteam/?TeamId=keqeHbr%2bVNtcjbOZdlZgzC4VJuqVqblNkrKKvVyziAc%3d",1.00907248691206
"73","Washington University","College","Men","Division I","South Central","Ozarks DI","7","6","/teams/events/Eventteam/?TeamId=5oOYlrU3ho%2fA15VgLDs%2fuzBSMRXoVPqPqlCjYEbwRI4%3d",0.993950783604443
"74","Davidson","College","Men","Division III","Atlantic Coast","Carolina DIII","10","9","/teams/events/Eventteam/?TeamId=596u1JJRHGayzIV4dSXuuuigVXxCxPB8lI3uDE59wzI%3d",0.903267130319453
"75","Chicago","College","Men","Division I","Great Lakes","Illinois DI","7","6","/teams/events/Eventteam/?TeamId=7ss%2f3VpjcSNhJvrfJ8DzTVCsxl8%2bzi1oN0cCPNLBRwo%3d",0.884318836025235
"76","North Carolina-Asheville","College","Men","Division III","Atlantic Coast","Carolina DIII","5","6","/teams/events/Eventteam/?TeamId=MdmZR6qvKSZNQi354yRApg4qQUaYNFI4%2bEr3%2f5NNjHE%3d",0.874755364702807
"77","Illinois State","College","Men","Division I","Great Lakes","Illinois DI","11","9","/teams/events/Eventteam/?TeamId=N7IzGHFsL0tclOOglbhp%2b1FQ7J5FqbBoTXZGBvg7MJY%3d",0.826392670439206
"78","Kennesaw State","College","Men","Division I","Southeast","Southern Appalachian DI","15","14","/teams/events/Eventteam/?TeamId=lM0x1cbvHb28vO4lOL6s33%2bqD1dE%2fyPRk3IuiJ5zRpo%3d",0.82374060295296
"79","Ohio","College","Men","Division I","Ohio Valley","Ohio DI","8","2","/teams/events/Eventteam/?TeamId=yvALNJM8UDVgQgNrIKg0kyVhfNPXOa%2bQZ1FZnwAMt%2bw%3d",0.817491248439267
"80","Oklahoma","College","Men","Division I","South Central","Ozarks DI","11","7","/teams/events/Eventteam/?TeamId=Uft%2bKolMOgu3pp17PPdaR89mpwV2zsAVal9pXM7ByMc%3d",0.811545163760381
"81","California","College","Men","Division I","Southwest","NorCal DI","6","12","/teams/events/Eventteam/?TeamId=Y45K6K3o4Iy93%2fE8fcfkFDEQngSTMt2Cj%2ft%2fJew62bc%3d",0.809708785014919
"82","Lehigh","College","Men","Division I","Ohio Valley","East Penn DIII","8","7","/teams/events/Eventteam/?TeamId=vwbw5taKByIY3%2f4lmzXMxdQz6U%2foLsx5i3mN64D2pFQ%3d",0.796869099701355
"83","Indiana","College","Men","Division I","Great Lakes","East Plains DI","8","8","/teams/events/Eventteam/?TeamId=8pyo43VxwbfKt01fdXFBacG7DUcKcVnUcTol6Hhx5iY%3d",0.770926958810122
"84","Iowa","College","Men","Division I","North Central","West Plains DI","12","9","/teams/events/Eventteam/?TeamId=HWJ8nhw8QNNAbnOJB%2fSgNhcyE9R22HzK70wiIvrc98U%3d",0.770464724915222
"85","Carleton College-GoP","College","Men","Division III","North Central","Northwoods DIII","9","4","/teams/events/Eventteam/?TeamId=SFOuSxNgXNRdrhe50SdBj4XRfw62Yz1tuY9INL3X20Y%3d",0.704486087824706
"86","Utah","College","Men","Division I","Northwest","Big Sky DI","6","6","/teams/events/Eventteam/?TeamId=ACht8mbdzA85YKm7LLn3aa1IQFIEzIagbVS%2f5%2flwfgo%3d",0.698097850268474
"87","Virginia Commonwealth","College","Men","Division I","Atlantic Coast","Virginia DI","9","5","/teams/events/Eventteam/?TeamId=YucFcxZeh0tCc9S8h3JiiWygq2%2f11xXnLwTtHczf6Pc%3d",0.686767206716644
"88","Arizona","College","Men","Division I","Southwest","Desert DI","4","6","/teams/events/Eventteam/?TeamId=H93i66n4VjFjKgUI87xcd%2fQQ7QUTJx2CqHB9JmcMcec%3d",0.686125235919553
"89","Victoria","College","Men","Division I","Northwest","Cascadia DI","2","9","/teams/events/Eventteam/?TeamId=Xxig%2fjkYP08V8xz6AmJEQ%2b6%2bU5akV0AGAlg%2bZFdkFY0%3d",0.67943957795822
"90","High Point","College","Men","Division III","Atlantic Coast","Carolina DIII","6","7","/teams/events/Eventteam/?TeamId=V55BdEw6QV0qWkHBbMitCw%2bYekb4Sz%2fbdjf7QccvD7o%3d",0.668227257038178
"91","Dartmouth","College","Men","Division III","New England","North New England DIII","8","13","/teams/events/Eventteam/?TeamId=0Pih%2fWDbaICjvJUFUidKTu1U0PWmvxvrMcsMjA0mIFY%3d",0.665552938441805
"92","Alabama","College","Men","Division I","Southeast","Gulf Coast DI","11","9","/teams/events/Eventteam/?TeamId=Fy7ndC0YiChGMO1BqxR7nhD2Wg3a3vBOqOPe0XaIAfs%3d",0.660333285505533
"93","Appalachian State","College","Men","Division I","Atlantic Coast","Carolina DI","12","2","/teams/events/Eventteam/?TeamId=kDpZlPeZtYxuEsBO2Zl6y3JXtvhWfhraWqegorg%2fy78%3d",0.631720521538045
"94","Union (Tennessee)","College","Men","Division III","Southeast","Western Southeast DIII","7","8","/teams/events/Eventteam/?TeamId=VeYvdYGtwNuUJouCdTqjKy4x1B4XsltaqEPlidlJXkY%3d",0.623021648109129
"95","California-Davis","College","Men","Division I","Southwest","NorCal DI","7","11","/teams/events/Eventteam/?TeamId=3G7ypWKmtCe2LN%2fpG9J0z8%2fFPmuJUgjt0yeB0HVwu4s%3d",0.606359452643706
"96","Baylor","College","Men","Division I","South Central","North Texas DI","13","8","/teams/events/Eventteam/?TeamId=fURgImJfk1urNKcgGQwLFay%2fbjVnQxze36jAcdXNW2E%3d",0.605235798804604
"97","Georgetown","College","Men","Division I","Atlantic Coast","Colonial DI","5","9","/teams/events/Eventteam/?TeamId=xji%2fAev%2fUFxJ%2bIiurk53yZqMsyHlKb7s91MfT%2boVty8%3d",0.573534645133815
"98","Texas State","College","Men","Division I","South Central","South Texas DI","10","9","/teams/events/Eventteam/?TeamId=yPc3fDWldCajYIbrjA6NabVBVUtoHofP48FvbJFRb7M%3d",0.56395243853131
"99","South Carolina","College","Men","Division I","Atlantic Coast","Carolina DI","7","12","/teams/events/Eventteam/?TeamId=iLgJ2xyi8%2bHysjtDX61BpuAvs8Tckx56K2dlAvniBqA%3d",0.563664497663837
"100","South Florida","College","Men","Division I","Southeast","Florida DI","7","10","/teams/events/Eventteam/?TeamId=RCYi30XxcyXHLKD2uuXwjEzJbJuPlvpSxh2VCUoaknw%3d",0.551603553617566
"101","Cornell","College","Men","Division I","Metro East","Western NY DI","6","9","/teams/events/Eventteam/?TeamId=sDD7hdoa9yAG%2fWGRunEnD3BuYHNpjkMEWM%2btyANPaQM%3d",0.545249824408596
"102","Shippensburg","College","Men","Division III","Ohio Valley","West Penn DIII","11","11","/teams/events/Eventteam/?TeamId=nsIr61T92ky5DFTp0s6YgrgAaFFGQOj1eJVLdg2NL4U%3d",0.530855017174485
"103","California-Santa Cruz","College","Men","Division I","Southwest","NorCal DI","5","11","/teams/events/Eventteam/?TeamId=cfoctX7h6HnBTcJTB33HRsDBjJtFuPEwZ1Lx5PVtt80%3d",0.521573873711682
"104","Middlebury","College","Men","Division III","New England","North New England DIII","6","0","/teams/events/Eventteam/?TeamId=yz6e0bnGEiKsWKk8mx9utIqf0ouM2czoJXc7fs3gUbA%3d",0.49985390747163
"105","Luther","College","Men","Division I","North Central","West Plains DI","8","5","/teams/events/Eventteam/?TeamId=wDxsfTXVmWs38BKCaBQHdzGUSPXK6FHlTVYPJIRuTrw%3d",0.499202938416015
"106","Navy","College","Men","Division III","Atlantic Coast","Northern Atlantic Coast DIII","11","7","/teams/events/Eventteam/?TeamId=PKSkInPRdQb8AaTzvxXpZ%2fwpSpV2Rucp98JpzG8lFAU%3d",0.497241209834478
"107","Kansas","College","Men","Division I","South Central","Ozarks DI","13","13","/teams/events/Eventteam/?TeamId=mG6r0IFBBINa1CWp6WYLqabhTfLymvFKW38SQ70yvbo%3d",0.494273057362358
"108","Utah State","College","Men","Division I","Northwest","Big Sky DI","11","7","/teams/events/Eventteam/?TeamId=Nx5eI1C0406esrkKxq%2bst9V%2brnPyrb5qnlv9OV3LnL4%3d",0.476589314737835
"109","Carnegie Mellon","College","Men","Division I","Ohio Valley","West Penn DI","12","1","/teams/events/Eventteam/?TeamId=w9j2GKeBI8jzBkwNxwATCevnsj4GfbBGz4p%2fFcczMVg%3d",0.444847057913954
"110","Mississippi","College","Men","Division I","Southeast","Gulf Coast DI","16","9","/teams/events/Eventteam/?TeamId=0lfD2%2fhUDkHMZ7CLgGwtvX55DgFxZY3nJ0NKcpKwbMg%3d",0.443735823546365
"111","Minnesota B","College","Men","Developmental","North Central","Northwoods DI","15","2","/teams/events/Eventteam/?TeamId=KdPKYOOWkQuYG2tVEN6Whbr6GEdTQh3ms5OG7V9U7s8%3d",0.441298108229973
"112","Delaware","College","Men","Division I","Atlantic Coast","Colonial DI","10","10","/teams/events/Eventteam/?TeamId=8g0aol20xh6MfcEIDy6Jh93qot7gc0uDT9Vyi120jtw%3d",0.440182699615636
"113","Wisconsin-Eau Claire","College","Men","Division I","North Central","Lake Superior DI","12","8","/teams/events/Eventteam/?TeamId=oTPLE%2f13NbexIWAeKskflYxJbemze9VL4AIgqKz5pzE%3d",0.424266301344275
"114","Temple","College","Men","Division I","Ohio Valley","East Penn DI","6","8","/teams/events/Eventteam/?TeamId=bynADsBIHvxtxO2hdCNxYFi%2ft%2fnSqRHoEm9DGVT2nU8%3d",0.421910049480411
"115","George Mason","College","Men","Division I","Atlantic Coast","Virginia DI","6","8","/teams/events/Eventteam/?TeamId=N8b2QXd9Pi0a%2bsWazxdlWJrhBbQwNcijqGpmNiUKncA%3d",0.421290634774885
"116","Kentucky","College","Men","Division I","Great Lakes","East Plains DI","8","6","/teams/events/Eventteam/?TeamId=ozv8TE5l7TS1Qr30NwlnQXOp8Ye37z%2fYXzgXofX8vJA%3d",0.376096909728786
"117","North Texas","College","Men","Division I","South Central","North Texas DI","11","16","/teams/events/Eventteam/?TeamId=3TRnXf4DHTXmYmg5ubEVrWhWuSNL9fANTclqIYCkHZg%3d",0.361538290798879
"118","Chico State","College","Men","Division I","Southwest","NorCal DI","18","10","/teams/events/Eventteam/?TeamId=CaCjKSXvAkJeonRDyI1WzpVx11VStzvHcwml0n2Z8vY%3d",0.357915451162466
"119","Wisconsin-Whitewater","College","Men","Division I","North Central","Lake Superior DI","11","2","/teams/events/Eventteam/?TeamId=WLENu4moC2USmixCOwUqUUlu%2fIBkH2333zqbaOYhEKM%3d",0.352120009034435
"120","Oklahoma State","College","Men","Division I","South Central","Ozarks DI","9","7","/teams/events/Eventteam/?TeamId=j7zIHsEoSStTdnbxUMoj2qBRB3682%2fdEFH7LUnVny2k%3d",0.347554692834788
"121","St John's","College","Men","Division III","North Central","Northwoods DIII","8","5","/teams/events/Eventteam/?TeamId=d%2bhiWC16Ole23Yn9DIM9LqcsyicgDbjTpKMlWLSKTUk%3d",0.347140277012657
"122","Whitman","College","Men","Division I","Northwest","Northwest DIII","8","5","/teams/events/Eventteam/?TeamId=pWhAvD22y8UdAprDxT%2bnE5UP4wsaapvQSmzp6kjZKSQ%3d",0.331088433645094
"123","Liberty","College","Men","Division I","Atlantic Coast","Virginia DI","10","11","/teams/events/Eventteam/?TeamId=IMuvM5U1f%2fVlS79c%2bVlh9ET2t4hj4oSvNkENt20MJos%3d",0.328836453656836
"124","San Diego State","College","Men","Division I","Southwest","SoCal DI","7","12","/teams/events/Eventteam/?TeamId=v27vxnLD06K9Zdl3dYivD9D1EqpkhmvgvA6iw9sreuQ%3d",0.325393781537513
"125","Portland","College","Men","Division III","Northwest","Northwest DIII","11","3","/teams/events/Eventteam/?TeamId=1qMSY9s2z1fz9zrsBwRnIKblujosHLq20202RDEaVwo%3d",0.323775067458905
"126","New Mexico","College","Men","Division I","Southwest","Desert DI","9","4","/teams/events/Eventteam/?TeamId=GUQvwqzLd60mtE3TU6xjCT3LmYnh0ZANB6OlaK%2b2w%2fM%3d",0.322806291702273
"127","Texas A&M B","College","Men","Developmental","South Central","South Texas DI","9","2","/teams/events/Eventteam/?TeamId=%2b%2bXs0wZalmdzrfBu6wIp9s%2bhlPSepktRiZVUvYs5wI4%3d",0.315009872249765
