"","Team","Competition Level","Gender Division","Competition Division","College Region","College Conference","Wins","Losses","Links","Rating"
"128","Saint Louis","College","Men","Division I","South Central","Ozarks DI","11","7","/teams/events/Eventteam/?TeamId=yYSwXY2i9gEUMvYxONjJtA2kSQfNyXIuBtcSLipbums%3d",0.323130685240551
"129","Mississippi","College","Men","Division I","Southeast","Gulf Coast DI","9","3","/teams/events/Eventteam/?TeamId=0lfD2%2fhUDkHMZ7CLgGwtvX55DgFxZY3nJ0NKcpKwbMg%3d",0.32000801486539
"130","Kentucky","College","Men","Division I","Great Lakes","East Plains DI","10","11","/teams/events/Eventteam/?TeamId=ozv8TE5l7TS1Qr30NwlnQXOp8Ye37z%2fYXzgXofX8vJA%3d",0.296039583571915
"131","San Jose State","College","Men","Division I","Southwest","NorCal DI","5","6","/teams/events/Eventteam/?TeamId=OK9ukDpH4wfrLNmFs9zUaTOmwFDGgOHHrGdqxVeb65c%3d",0.278048976125998
"132","Wisconsin-Eau Claire","College","Men","Division I","North Central","Lake Superior DI","15","9","/teams/events/Eventteam/?TeamId=oTPLE%2f13NbexIWAeKskflYxJbemze9VL4AIgqKz5pzE%3d",0.2778392190837
"133","Texas-Dallas","College","Men","Division I","South Central","North Texas DI","10","6","/teams/events/Eventteam/?TeamId=ZiwD8eKNnkXY5HoTiF%2bPyqsmjksh1CSMRrvkYIUdpRk%3d",0.275008638028197
"134","Syracuse","College","Men","Division I","Metro East","Western NY DI","8","5","/teams/events/Eventteam/?TeamId=9%2fr6VgQx%2b4WsZMrf0jVfiEZ5yzSzLP0UqDdsYPKD3DU%3d",0.269598813433047
"135","Michigan State","College","Men","Division I","Great Lakes","Michigan DI","6","8","/teams/events/Eventteam/?TeamId=BbBQpnXbg0B1Rz%2bFPbAQbk0SMuTUbz1Is3KZGfJrHvg%3d",0.258180125165281
"136","St John's","College","Men","Division III","North Central","Northwoods DIII","8","4","/teams/events/Eventteam/?TeamId=d%2bhiWC16Ole23Yn9DIM9LqcsyicgDbjTpKMlWLSKTUk%3d",0.253943903699986
"137","Humboldt State","College","Men","Division I","Southwest","NorCal DI","9","9","/teams/events/Eventteam/?TeamId=ktcIqJHEUwa6ARFpvn5oGM5RIV1%2bR0ONqxVGOvaTJCk%3d",0.252227731062736
"138","Liberty","College","Men","Division I","Atlantic Coast","Virginia DI","9","11","/teams/events/Eventteam/?TeamId=IMuvM5U1f%2fVlS79c%2bVlh9ET2t4hj4oSvNkENt20MJos%3d",0.245803635015726
"139","Haverford","College","Men","Division III","Ohio Valley","East Penn DIII","13","11","/teams/events/Eventteam/?TeamId=Dfqz%2beW75o8%2bNMB02W49X8daFAhJAQ5j1zr%2fII2Js%2fg%3d",0.245496377312274
"140","Lewis & Clark","College","Men","Division III","Northwest","Northwest DIII","8","3","/teams/events/Eventteam/?TeamId=MYFVLmUmE7W%2bxHrMZk27Y4oimt3x8XO%2bBVdaBvqTlLU%3d",0.239892356630982
"141","Texas A&M B","College","Men","Developmental","South Central","South Texas DI","8","2","/teams/events/Eventteam/?TeamId=%2b%2bXs0wZalmdzrfBu6wIp9s%2bhlPSepktRiZVUvYs5wI4%3d",0.238786000165649
"142","Bates","College","Men","Division III","New England","North New England DIII","12","6","/teams/events/Eventteam/?TeamId=%2b4gm1%2bik3WlKxSF65M%2fr1MMCdydfPS9aFzpnmrJhasM%3d",0.235565363378892
"143","Brandeis","College","Men","Division III","New England","Metro Boston DIII","11","2","/teams/events/Eventteam/?TeamId=3QA23uFobIKqzfw6jCyoVAq2qhUtheGJk6uT4a3rVJ4%3d",0.229747568603268
"144","West Chester","College","Men","Division I","Ohio Valley","East Penn DI","13","9","/teams/events/Eventteam/?TeamId=qGw1m%2bmGzQhbZStKGvMSucQkl233rPpWNkO5AxIomDY%3d",0.227841309422122
"145","Dayton","College","Men","Division I","Ohio Valley","Ohio DI","8","3","/teams/events/Eventteam/?TeamId=qSM2O%2fvcOEgI%2ffEEk%2fNkurBYOEZLZR%2bkb9Ci5xo5MCE%3d",0.22488049261887
"146","Johns Hopkins","College","Men","Division I","Atlantic Coast","Colonial DI","8","12","/teams/events/Eventteam/?TeamId=%2bWTF70g3CHNXwsONnrGF6kboDX8JAZQcpvfIs4yI6Oo%3d",0.215672697174767
"147","Cal Poly-Pomona","College","Men","Division I","Southwest","SoCal DI","7","5","/teams/events/Eventteam/?TeamId=gntlJzCFM1RFGts5qarwtqV04eG6eOnqTaaPolZBazo%3d",0.215106850661182
"148","Bentley","College","Men","Division III","New England","Metro Boston DIII","9","3","/teams/events/Eventteam/?TeamId=BhaUDPg1D0x2dNfCztGGCyeK1YGcbThSg9z3O9kOry8%3d",0.204002390766319
"149","Occidental","College","Men","Division III","Southwest","Southwest DIII","8","7","/teams/events/Eventteam/?TeamId=ofp5lL7gSfeN9g1JMez%2bOy897NILIg3WOtfbkm6llGY%3d",0.201893741001791
"150","NYU","College","Men","Division I","Metro East","Metro NY DI","7","9","/teams/events/Eventteam/?TeamId=aufgVHUnmlD4WTDWxCN66q%2fYdWGnWDOeeTqlsx6rNpw%3d",0.200598322602758
"151","Georgia State","College","Men","Division I","Southeast","Southern Appalachian DI","4","12","/teams/events/Eventteam/?TeamId=0JsYDH5zmHzNn%2b9do%2bb53vhchcW5HfS2Ud03Rc7uG2c%3d",0.199015788984607
"152","Georgia College","College","Men","Division III","Southeast","Eastern Southeast DIII","10","8","/teams/events/Eventteam/?TeamId=I7jQiLoR4Wi0nHMqyMmdZ7Ut9c4VWldLMoP2HnFxBWg%3d",0.196789313875335
"153","Missouri","College","Men","Division I","South Central","Ozarks DI","9","10","/teams/events/Eventteam/?TeamId=M%2bqHPpOv2pFU1Pv6eNc78su%2fqhLDJy3Yu%2fqCxPLNXs0%3d",0.196441308782644
"154","Pennsylvania","College","Men","Division I","Ohio Valley","East Penn DI","8","20","/teams/events/Eventteam/?TeamId=N4tGgiijID79HzFUMm1lIFGVQda%2f7PQE%2fkoOcfoL5Wk%3d",0.195558406595242
"155","Miami (Ohio)","College","Men","Division I","Ohio Valley","Ohio DI","2","9","/teams/events/Eventteam/?TeamId=sOn7D%2bLOD8zSaeN%2f3%2bekoBUHeqVOWxH9eFCug%2f%2f88gM%3d",0.192454943853274
"156","Vanderbilt","College","Men","Division I","Southeast","Gulf Coast DI","10","7","/teams/events/Eventteam/?TeamId=viUfnl6I2l%2bFOxFHsrloXazBe60Hv0egAivVhqA8kbI%3d",0.189987393594856
"157","Boise State","College","Men","Division I","Northwest","Big Sky DI","4","5","/teams/events/Eventteam/?TeamId=C4FfvY85qhaiVVBVPce5HJq6DZIrnoCCVcbQTtLXzk4%3d",0.185375756595385
"158","New Hampshire","College","Men","Division I","New England","North New England DI","4","9","/teams/events/Eventteam/?TeamId=%2b8ai2ns211h94qsKdsCL9LwakpqRxG012zLScfgxidI%3d",0.184320744586767
"159","Duke","College","Men","Division I","Atlantic Coast","Carolina DI","8","10","/teams/events/Eventteam/?TeamId=F5D4gEB%2b4TiO507xjaNd9Pd1PpTU7qmXdeQs47VyqQk%3d",0.183240187039775
"160","Mississippi State","College","Men","Division I","Southeast","Gulf Coast DI","11","14","/teams/events/Eventteam/?TeamId=AkNJpncB8StV46G%2femh%2fscGD1isVYQvkdD%2bXZT7qvao%3d",0.178908029695676
"161","SUNY-Buffalo","College","Men","Division I","Metro East","Western NY DI","5","8","/teams/events/Eventteam/?TeamId=rYQUJ9LMmkRVQuXI9IK8NdnVDRRM%2bdvb9ltOj41W%2bfM%3d",0.175555202374247
"162","Kansas State","College","Men","Division I","South Central","Ozarks DI","9","9","/teams/events/Eventteam/?TeamId=P5OopdYXgb%2bF8DQuvXVFaQf4UkDGaTG8jm4K05dE9y0%3d",0.174112802201975
"163","Alabama-Birmingham","College","Men","Division I","Southeast","Gulf Coast DI","7","18","/teams/events/Eventteam/?TeamId=fELZWpSEzioofgXJuroLaxe2iLXkCdO9BAT6owBt3gg%3d",0.17344958565032
"164","Texas Christian","College","Men","Division I","South Central","North Texas DI","11","9","/teams/events/Eventteam/?TeamId=E1MLj45mT5byioM1EbTrgFLod4zfur%2bDg%2fvfUUZgcAs%3d",0.173253415650064
"165","American","College","Men","Division I","Atlantic Coast","Colonial DI","12","9","/teams/events/Eventteam/?TeamId=dONAg4zdJqvI8BPsCrBe6NOvFapyugN6BIFKsKBsm0U%3d",0.170223548802777
"166","Knox","College","Men","Division III","Great Lakes","Illinois DIII","13","6","/teams/events/Eventteam/?TeamId=0qfpsFOFzBh3S7DSsowt1Yqccp4WEBMxVkkd8NI%2bCmE%3d",0.169456049920356
"167","Boston University","College","Men","Division I","New England","Metro Boston DI","5","7","/teams/events/Eventteam/?TeamId=XKo1SlHMeQz1Dqo1w9weT%2bxP9pqZFkLtwbG%2bJpWZKwo%3d",0.168566932003788
"168","Pittsburgh B","College","Men","Developmental","Ohio Valley","Ohio Valley Dev","14","6","/teams/events/Eventteam/?TeamId=E5Kfa6ICgOTCiFic4z5LbfkcOvtDj5nOKq%2fC9%2fE10Hc%3d",0.165136486229748
"169","Minnesota B","College","Men","Developmental","North Central","Northwoods DI","14","2","/teams/events/Eventteam/?TeamId=KdPKYOOWkQuYG2tVEN6Whbr6GEdTQh3ms5OG7V9U7s8%3d",0.161001137086355
"170","Whitworth","College","Men","Division III","Northwest","Northwest DIII","12","5","/teams/events/Eventteam/?TeamId=%2bo7T%2bg%2bWJM9CdQOcV3g4IntHeMQ%2fURW5vuDq5QDXRj4%3d",0.158626348315528
"171","Drexel","College","Men","Division I","Ohio Valley","East Penn DI","12","4","/teams/events/Eventteam/?TeamId=BFzZ6lcyRizoJKyjtIoO9bR7gAd1Im3qow5OnrsdWlU%3d",0.158337417021074
"172","Towson","College","Men","Division I","Atlantic Coast","Colonial DI","4","13","/teams/events/Eventteam/?TeamId=evMkBr3H4vGohZl6eX44eZPcum4VRT3OYLClMHx363w%3d",0.157346762222059
"173","Bowdoin","College","Men","Division III","New England","North New England DIII","10","5","/teams/events/Eventteam/?TeamId=h71qNdruesk4kN%2bBErX6jZmlRl9QgbT7cKA4qGXwBAM%3d",0.154999989646221
"174","Swarthmore","College","Men","Division III","Ohio Valley","East Penn DIII","15","6","/teams/events/Eventteam/?TeamId=c3euS7C%2blYGDGW65%2fcLH4EOG7Vcb6U1UaiZRLn27kKM%3d",0.154910611224003
"175","Colorado School of Mines","College","Men","Division III","South Central","Northern South Central DIII","9","9","/teams/events/Eventteam/?TeamId=1lHNidtRY3%2fJviPrmGI5MXUTckwp3n0v9HktLJCQnQs%3d",0.154220327571907
"176","Miami","College","Men","Division I","Southeast","Florida DI","12","8","/teams/events/Eventteam/?TeamId=fGa8tvuSpxeV5usYdt04ssudkQ%2bepHquurfsV9X4WPg%3d",0.15358928721777
"177","Rice","College","Men","Division III","South Central","Texas DIII","6","8","/teams/events/Eventteam/?TeamId=8hYqMmABou0kA9%2fT%2fckGrUG9SwtGyk2eOgXawYNWgN8%3d",0.149632455700562
"178","Puget Sound","College","Men","Division III","Northwest","Northwest DIII","10","9","/teams/events/Eventteam/?TeamId=PBzY6DSk%2bsAmPy%2basFL4rFtvp4hpHOHlx402Bcyi7kM%3d",0.148156707626461
"179","Xavier","College","Men","Division III","Ohio Valley","Ohio DIII","8","12","/teams/events/Eventteam/?TeamId=KxieV8Ws83i8Nrzn3lrtDwjeKgIPEMH2YDLgjYfGO3w%3d",0.141696541824372
"180","Marquette","College","Men","Division I","North Central","Lake Superior DI","12","0","/teams/events/Eventteam/?TeamId=VQztMHq2ylsdj0cfLMz%2b8Hxd5w6fD8jfrUZ1o3kf0ew%3d",0.141200499004809
"181","East Carolina","College","Men","Division I","Atlantic Coast","Carolina DI","6","15","/teams/events/Eventteam/?TeamId=NOfaWwZo%2fsolxl%2bJB17wpFt2SiMCu0UcfzgH9uzgM3c%3d",0.139209113491723
"182","Wentworth Institute of Technology","College","Men","Division III","New England","Metro Boston DIII","3","7","/teams/events/Eventteam/?TeamId=zmiw45DQZ0N7XzOtI0JBJFfzxiZ2bdoiu6TU60C%2f2NI%3d",0.139093234398248
"183","Grand Valley State","College","Men","Division I","Great Lakes","Michigan DI","9","3","/teams/events/Eventteam/?TeamId=qqYPxOPF28JSoS9WiQ1wzVl53fAdOWRvB9AWaaI9EDc%3d",0.138681913482364
"184","Missouri State","College","Men","Division I","South Central","Ozarks DI","10","7","/teams/events/Eventteam/?TeamId=kxEJbItg861MwPfNSDLDAcY9dlphQ1qeX1gL2%2fyr0Hk%3d",0.133331990014699
"185","Rochester","College","Men","Division I","Metro East","Western NY DI","8","6","/teams/events/Eventteam/?TeamId=eJ%2fj76miD9grwGTDBiG1DhxwWlaVlFZ2ppN%2f5k5CB80%3d",0.129505790675385
"186","Rhode Island","College","Men","Division I","New England","South New England DI","12","7","/teams/events/Eventteam/?TeamId=pfKVCQmOzQUk3sNGxA9dmXLnRiMjNYj9nRwTsnAZJj4%3d",0.129410086375994
"187","Washington State","College","Men","Division I","Northwest","Big Sky DI","3","8","/teams/events/Eventteam/?TeamId=K5zpnfLtY1aMUku2Wn00vToHKNtXxyYqTyUw77kMi6A%3d",0.128363190234783
"188","Rutgers","College","Men","Division I","Metro East","Metro NY DI","5","6","/teams/events/Eventteam/?TeamId=oaXE5s9dgIUMtPdknoFWUn%2bq0TTGI4bBiJxaGp6CLvM%3d",0.126970100953479
"189","RIT","College","Men","Division I","Metro East","Western NY DI","5","8","/teams/events/Eventteam/?TeamId=PW2Mc1S24WWlPCXcOH2ZNpLIMk2ECICZe6MkyWaPKrs%3d",0.126462183499888
"190","Texas-Arlington","College","Men","Division I","South Central","North Texas DI","2","10","/teams/events/Eventteam/?TeamId=A%2bQQMXyNLxdyQBq%2beceiRNfNGMdV91wgOZffBY1VyzI%3d",0.125660393837442
"191","Northern Arizona","College","Men","Division I","Southwest","Desert DI","5","7","/teams/events/Eventteam/?TeamId=gBJZqIleakKjm1D4Q66PZpwLZ9WMHqtAaJcfm8vA8dQ%3d",0.125519586798159
"192","Harding","College","Men","Division III","South Central","Northern South Central DIII","6","5","/teams/events/Eventteam/?TeamId=SRaXosNiWmrB0gF2%2bv6q%2faHVohC0ZABbznwu7QzeRVI%3d",0.11625788374664
"193","Wisconsin-Milwaukee","College","Men","Division I","North Central","Lake Superior DI","4","6","/teams/events/Eventteam/?TeamId=JdCQeGd1ldCORa4kZ2WH27%2bwI%2bNylkCKThazWv28LgE%3d",0.114227134590206
"194","Messiah","College","Men","Division III","Ohio Valley","West Penn DIII","11","10","/teams/events/Eventteam/?TeamId=fLROpVGomaod4oPBZWFrNpwyTjc4WjoKg3EGIc76VK4%3d",0.111583819302578
"195","Elon","College","Men","Division III","Atlantic Coast","Carolina DIII","4","9","/teams/events/Eventteam/?TeamId=iE5PD33%2bx1FSAMjG7nwviDW%2b%2btM1N371D0GVRySZhJk%3d",0.111534766374869
"196","Wheaton (Illinois)","College","Men","Division III","Great Lakes","Illinois DIII","9","3","/teams/events/Eventteam/?TeamId=jNoABSpERdFbnwfyzTzhH3Ni9EfRe2DmE8OJcOxgt5c%3d",0.110975200874141
"197","California-Irvine","College","Men","Division I","Southwest","SoCal DI","2","6","/teams/events/Eventteam/?TeamId=53l2%2btswgKajABYmjDJ6%2fvmpKSTzyVnZpXU0g3VGw%2fI%3d",0.109438482578609
"198","North Carolina B","College","Men","Developmental","Atlantic Coast","Carolina Dev","5","7","/teams/events/Eventteam/?TeamId=tlxifg%2fv4LhZiXARLbziaYZN9C5sYLi84ELneqZq8cs%3d",0.105156908033024
"199","Kalamazoo","College","Men","Division III","Great Lakes","Michigan DIII","6","7","/teams/events/Eventteam/?TeamId=zFnhRKO8KQSM9jPjpd4%2f5%2fREgK8KvIYT8WjesvrG9m4%3d",0.104946072866149
"200","Wooster","College","Men","Division III","Ohio Valley","Ohio DIII","4","6","/teams/events/Eventteam/?TeamId=TIs5hU96REPv9d1XtH2X7BEm%2fk%2fODB40W6LlDzUTdx8%3d",0.10100380919939
"201","Valparaiso","College","Men","Division III","Great Lakes","East Plains DIII","11","8","/teams/events/Eventteam/?TeamId=oYbTiU7%2fbOA8Qm89sPQ9pRKyOPR4MI9%2bC7l%2fPvveGOo%3d",0.100782802140308
"202","Florida Tech","College","Men","Division III","Southeast","Eastern Southeast DIII","11","7","/teams/events/Eventteam/?TeamId=72DDvg5sw4THjsj1ljbx7B6x7%2bxhLG8%2fd6E1XB6%2bFos%3d",0.0999982411222437
"203","North Georgia","College","Men","Division III","Southeast","Eastern Southeast DIII","12","6","/teams/events/Eventteam/?TeamId=O8X%2bwm0r%2fz%2f6iGtcjHP51fZDsYNhL9Ok10TlFvsIsgE%3d",0.0999239902143732
"204","Army","College","Men","Division III","Metro East","Hudson Valley DIII","6","7","/teams/events/Eventteam/?TeamId=Bpp7A%2frr05NamJReP8Fsk9NbpdsFWFTFenF9am2Z5V0%3d",0.085868645475161
"205","Oberlin","College","Men","Division III","Ohio Valley","Ohio DIII","6","8","/teams/events/Eventteam/?TeamId=hJ2GpKPhluWJvUduwtXfbxs6eBFjiHgPchlN17PznCw%3d",0.0845241267615443
"206","Washington B","College","Men","Division I","Northwest","Cascadia DI","9","12","/teams/events/Eventteam/?TeamId=3pWrSe6hin2sS5oYr2EXFOPHtrMbT05%2fKQMYmBzQe3A%3d",0.0796326023261872
"207","Central Arkansas","College","Men","Division I","South Central","Ozarks DI","8","7","/teams/events/Eventteam/?TeamId=jIsk0EurFn9kwiOZ1W9B3M5vYaT9aoB%2boT13nIqviDw%3d",0.0792136086910606
"208","SUNY-Albany","College","Men","Division I","Metro East","Hudson Valley DI","7","6","/teams/events/Eventteam/?TeamId=f243f1wotbGV6h%2bqxtUOUDTk5ad8uWJSJnigT7XyKes%3d",0.0753453624892134
"209","Truman State","College","Men","Division III","South Central","Northern South Central DIII","6","13","/teams/events/Eventteam/?TeamId=%2f9JHI%2bPjMnwM2z4xVzwmM4jInsNBCYWc8G7tdyqFBoY%3d",0.0744455841262529
"210","Missouri S&T","College","Men","Division III","South Central","Northern South Central DIII","8","4","/teams/events/Eventteam/?TeamId=TcHAao6MQG5yPY00UibMKk15AW%2fIFAf8aKNBOgxbHOY%3d",0.0724898927165919
"211","Arkansas State","College","Men","Division I","South Central","Ozarks DI","10","2","/teams/events/Eventteam/?TeamId=akZvRLP4lIePFFE9u%2ftuq7NvtNVsOhlhwe0i41RPWCQ%3d",0.0708915958084651
"212","Claremont","College","Men","Division III","Southwest","Southwest DIII","4","4","/teams/events/Eventteam/?TeamId=QPbZXW%2fok%2fTAOvFsSqql2ujIAAPNbMMQlbZEpVajj3E%3d",0.0703144842768876
"213","Texas-San Antonio","College","Men","Division I","South Central","South Texas DI","11","13","/teams/events/Eventteam/?TeamId=%2fEOcqYqq95reYIoOb1bpaF04zhI44sobYoelL76uJRk%3d",0.0685988922689063
"214","SUNY-Binghamton","College","Men","Division I","Metro East","Western NY DI","7","5","/teams/events/Eventteam/?TeamId=gY7fLkoHX7HAt7MfDsCpRfU6zYRNgn47rwXwms8q2VI%3d",0.0678458773139106
"215","Indiana Wesleyan","College","Men","Division III","Great Lakes","East Plains DIII","6","8","/teams/events/Eventteam/?TeamId=Z8R43ibF8rkQyw2oVBPkR5IPtZhEbBQ%2fkGtcuSIzTWs%3d",0.0675868474605272
"216","Wisconsin B","College","Men","Developmental","North Central","Lake Superior DI","7","11","/teams/events/Eventteam/?TeamId=IcHsO8flBN39Ismnj6g3pKtLbNrxXMLioqtLBLKMtqY%3d",0.0675219727019826
"217","Houston","College","Men","Division I","South Central","South Texas DI","7","3","/teams/events/Eventteam/?TeamId=6KUlIyn0AGDeqv86qiEtP70grieWPHM4yCdmu9mkS7U%3d",0.0655553243130512
"218","Colorado-Denver","College","Men","Division I","South Central","Rocky Mountain DI","7","10","/teams/events/Eventteam/?TeamId=U%2bvT9QiTMMwft2MSR9Ewa0u5Wx4m6an%2fpXYxKD3ZExA%3d",0.0644131635038758
"219","Ithaca","College","Men","Division III","Metro East","Western NY DIII","7","11","/teams/events/Eventteam/?TeamId=rKNEWZFPln%2bY20ZyDrxO%2bmffHs9x1vA0knrbNS0QJyQ%3d",0.0642500736577918
"220","Stephen F Austin","College","Men","Division I","South Central","North Texas DI","5","14","/teams/events/Eventteam/?TeamId=Aaw7MuoV9F9Fq03MsGSmBMaM6vtc6LSWRioeIGLzbxg%3d",0.0627236992036557
"221","Idaho","College","Men","Division I","Northwest","Big Sky DI","5","7","/teams/events/Eventteam/?TeamId=XUjmoJ3Gr1IyQpHfYrkrhuATD%2fhqwkha5GQQu86nNpk%3d",0.0617911829046269
"222","SUNY-Geneseo","College","Men","Division III","Metro East","Western NY DIII","11","3","/teams/events/Eventteam/?TeamId=F%2fkgCShzg8avSa7p97Y%2f1BNi4v3yLDeWlOAED7Y47ws%3d",0.0606453628241163
"223","Western Michigan","College","Men","Division I","Great Lakes","Michigan DI","8","4","/teams/events/Eventteam/?TeamId=DuAR%2bKvZN9MQ%2fGirC%2fNni4%2bbjC08tUefqQulpKUe%2fQ4%3d",0.0598497651564722
"224","North Park","College","Men","Division III","Great Lakes","Illinois DIII","7","7","/teams/events/Eventteam/?TeamId=QvO%2fvywq8Ae9foarVJVd9TfLsmBULpXDzAHOqnvoyU0%3d",0.0590609787839651
"225","Northern Iowa","College","Men","Division I","North Central","West Plains DI","8","3","/teams/events/Eventteam/?TeamId=u%2b9ZUjd1uYDenpJyVtC8n3Xi06MzhxPMqebljlnQO5U%3d",0.0551794477237764
"226","SUNY-Fredonia","College","Men","Division III","Metro East","Western NY DIII","5","8","/teams/events/Eventteam/?TeamId=ne%2fKZWOY1pmBfxTSP0HOJJ2CJLviVeSVfbOuJISd5hw%3d",0.053727744253944
"227","Stevens Tech","College","Men","Division III","Metro East","Metro NY DIII","10","7","/teams/events/Eventteam/?TeamId=4nPnkTSjX02rl8hLCS7qWH3AI%2bExX2YvIpgmc90FzDw%3d",0.0527290139280236
"228","Cedarville","College","Men","Division III","Ohio Valley","Ohio DIII","8","6","/teams/events/Eventteam/?TeamId=pZUIh3BT98aNKtd1u2eH%2fAsS6shGhki24vAMUVeYxAQ%3d",0.0522180499685003
"229","Olivet Nazarene","College","Men","Division III","Great Lakes","Illinois DIII","10","9","/teams/events/Eventteam/?TeamId=Ao4nS%2biPWFUcAoyE7lQYV3QMSdnPnuJAWcaV7JuVAiA%3d",0.0512768611016517
"230","Drake","College","Men","Division III","North Central","West Plains DIII","8","7","/teams/events/Eventteam/?TeamId=df6zx2dqGIApGXjQNJVacN8GVeKxMhcuxKpWYqjQCFQ%3d",0.0462547059334554
"231","Rowan","College","Men","Division I","Metro East","Metro NY DI","5","6","/teams/events/Eventteam/?TeamId=tKQwUS%2fldIVBu8RBhFqAogHvYfTXmgUtFz%2b3GNqYlTY%3d",0.0460882483042872
"232","Arizona State B","College","Men","Developmental","Southwest","Southwest Dev","3","8","/teams/events/Eventteam/?TeamId=ERQ%2bmL3zPire95YHuq4%2bSJxndwgt0T4xCmoQQ0Ci4cQ%3d",0.0445202849228315
"233","Eastern Illinois","College","Men","Division III","Great Lakes","Illinois DIII","9","11","/teams/events/Eventteam/?TeamId=U0j8i9rY7otk4UtHblKiLiPCEiyC%2f32fYkJdrb%2fvB40%3d",0.0442115436360975
"234","Trine","College","Men","Division III","Great Lakes","East Plains DIII","6","4","/teams/events/Eventteam/?TeamId=0WVao%2fSi%2fplAqjuNPjd7uori8yQib%2fyvY7Kiw01TyDY%3d",0.0440461458730854
"235","Western Washington B","College","Men","Developmental","Northwest","Cascadia DI","4","11","/teams/events/Eventteam/?TeamId=GjO6jnvQ5iix0U%2f5SrKclueez8VzhTQ6IEOaePMY2Ac%3d",0.0437392039566037
"236","Florida B","College","Men","Developmental","Southeast","Southeast Dev","4","6","/teams/events/Eventteam/?TeamId=Lrwxr5orBun4UOBsAw7lmvti4HpVdS1ehkOCg9BtAXI%3d",0.0407736388840699
"237","Hofstra","College","Men","Division I","Metro East","Metro NY DI","6","11","/teams/events/Eventteam/?TeamId=4%2bWblo0d7kuO3KVhwxOQSV5Fg8fQyt81Y3XXE8c4kTM%3d",0.0392738453470196
"238","Nebraska","College","Men","Division I","North Central","West Plains DI","4","8","/teams/events/Eventteam/?TeamId=kBp4y4qY5%2f2Tdn8OTzv3Mj%2f0x8HVtAy%2fppkff5ggtFU%3d",0.0389163033562222
"239","SUNY-Cortland","College","Men","Division III","Metro East","Western NY DIII","9","25","/teams/events/Eventteam/?TeamId=aAC7GzF3IslXjlQUMNLdViG7LT2tX7FhKg%2bfWoyNOss%3d",0.0385236850408239
"240","Pacific Lutheran","College","Men","Division III","Northwest","Northwest DIII","4","6","/teams/events/Eventteam/?TeamId=%2fY1JMOBh0qXPGc%2fH845UZiQIiYsZYvYQ%2b8W%2bGUMuH%2fk%3d",0.0383109344380139
"241","Sonoma State","College","Men","Division I","Southwest","NorCal DI","4","5","/teams/events/Eventteam/?TeamId=g6%2bPPGaboI17S%2fpCndIbfG1Yu2QrQsmgozC271Oz19U%3d",0.0381991439939529
"242","St Olaf","College","Men","Division III","North Central","Northwoods DIII","4","10","/teams/events/Eventteam/?TeamId=cpr7oQe%2bweUva8ycmrdB%2fh2hvNlKTezo9EQ67i7qmiE%3d",0.0376644250368078
"243","Central Florida B","College","Men","Developmental","Southeast","Southeast Dev","10","3","/teams/events/Eventteam/?TeamId=drfTqz0ru%2fLEQ75Mwcl12jZ2HSSdDJm%2fKI%2fJyI1Dq2w%3d",0.0369248154743959
"244","Catholic","College","Men","Division III","Atlantic Coast","Northern Atlantic Coast DIII","12","7","/teams/events/Eventteam/?TeamId=y1ZWl1RWk2sPSF17HG4%2bsmqK7nyXhXwLryjdvvApD0A%3d",0.0351725885987879
"245","Macalester","College","Men","Division III","North Central","Northwoods DIII","6","4","/teams/events/Eventteam/?TeamId=RRzpGAIvjSft8vP8JrbFkw%2fndEV%2b4FDGh%2fFCgGWFqq0%3d",0.0351129959712165
"246","Colorado State B","College","Men","Developmental","South Central","South Central Dev","5","8","/teams/events/Eventteam/?TeamId=Q7nRAJlt6RujiYmJvd7HxIOgjCn%2bWVk6GuXOMUK5v1c%3d",0.0349250142938606
"247","Ball State","College","Men","Division I","Great Lakes","East Plains DI","8","10","/teams/events/Eventteam/?TeamId=5VS%2fhS6y3XQazee27tyMy4gSIjeuAWpfu5sCrwMkdFc%3d",0.0340060381286248
"248","Bradley","College","Men","Division III","Great Lakes","Illinois DIII","10","9","/teams/events/Eventteam/?TeamId=4bFAncUfKpnSvRur54RO09%2fgq8B3yL9W0UXM5o949wg%3d",0.0336618817456431
"249","Texas A&M C","College","Men","Developmental","South Central","South Texas DI","6","9","/teams/events/Eventteam/?TeamId=cQE56MyECEQlmeh700o0BmJn%2f%2fLCEDG0srH13tWccUc%3d",0.0335941828629992
"250","Samford","College","Men","Division III","Southeast","Western Southeast DIII","1","13","/teams/events/Eventteam/?TeamId=6yFAMFSmlm3poQ814nsvYYtE2HDhAUXk5e%2byaoJjnCc%3d",0.0313365252166439
"251","Rensselaer Polytech","College","Men","Division III","Metro East","Hudson Valley DIII","7","6","/teams/events/Eventteam/?TeamId=1qICPrLxtSSs6rQ4xwzT%2bKSf%2fOCb2fzfXcIVKKadVcA%3d",0.0302187242608648
"252","Connecticut College","College","Men","Division III","Metro East","Hudson Valley DIII","5","6","/teams/events/Eventteam/?TeamId=81bPPuTebuoF3n5pw9MlTThm6VQYFbmyTSoV9y1J0g8%3d",0.0295675715674575
"253","Skidmore","College","Men","Division III","Metro East","Hudson Valley DIII","2","9","/teams/events/Eventteam/?TeamId=Q6ECjpPB3Lv6e5H5HpOXQwCU1dLMGohets43MOWdpgA%3d",0.0295029399661514
