"","Team","Competition Level","Gender Division","City","State","Links","Rank","School","Power Rating","Competition Division","College Region","College Conference","Wins","Losses","Index","Rating"
"55","Dayton (Kraken)","College","Women","Dayton","OH","/teams/events/Eventteam/?TeamId=egbhBlm1EJIzVPZeWzatWAVucbikf9Z%2b7nUURvZ6fBs%3d",116,"Dayton",945,"Division I","Ohio Valley","Ohio DI",14,7,78,1.04821758999262
"56","Northwestern (GungHo)","College","Women","Evanston","IL","/teams/events/Eventteam/?TeamId=bf12oqM7SHjmvoZGBa%2f1yxGcVxCG8ja8IRwh20tw6qU%3d",32,"Northwestern",1636,"Division I","Great Lakes","Illinois DI",20,14,186,1.04099693310359
"57","Iowa State (Woman Scorned)","College","Women","Ames","IA","/teams/events/Eventteam/?TeamId=P20%2fW5RhbBgILDVdzMpQXVyagTClIXHQEBqvXsfH87o%3d",46,"Iowa State",1466,"Division I","North Central","Western North Central DI",13,19,121,1.0381587381908
"58","SUNY-Albany (Deception)","College","Women","Albany","NY","/teams/events/Eventteam/?TeamId=VnPEhaoH06waU%2fb%2btSBQIrsZcw6juFoH4A0PA%2fT%2bp%2b0%3d",121,"SUNY-Albany",932,"Division I","Metro East","Eastern Metro East DI",14,8,243,1.03714482709023
"59","Wisconsin (Bella Donna)","College","Women","Madison","WI","/teams/events/Eventteam/?TeamId=bMw3I1D2OUpJiI7C2rEK4%2bggrC5BiU4ymQ8iKhj9K7M%3d",36,"Wisconsin",1590,"Division I","North Central","Lake Superior DI",15,12,313,1.03195510097181
"60","Duke (Swerve)","College","Women","Durham","NC","/teams/events/Eventteam/?TeamId=1m3o54wMilvdY6AuR33AuaLx40NwTx3PEnMN2CHVf6A%3d",44,"Duke",1475,"Division I","Atlantic Coast","Carolina DI",18,12,84,1.03148880414967
"61","South Carolina (SCORCH)","College","Women","Columbia","SC","/teams/events/Eventteam/?TeamId=ki7IOwjc034cAid7aNsl3s2L%2fyuIksRo2vW0FPr4Vnw%3d",54,"South Carolina",1391,"Division I","Atlantic Coast","Carolina DI",17,9,234,0.968242792003634
"62","Cornell (Wild Roses)","College","Women","Ithaca","NY","/teams/events/Eventteam/?TeamId=YEHGKynZB9Gy8r4%2f7N971S8HlYKc3Omg7icg2T%2fC8zc%3d",73,"Cornell",1226,"Division I","Metro East","Western NY DI",16,16,75,0.962858132969544
"63","Towson (Hammertime)","College","Women","Towson","MD","/teams/events/Eventteam/?TeamId=QdmwRga4xGBlwWSC8BO00NLc8WBvDlGBw4pM1zmthXM%3d",106,"Towson",1039,"Division I","Atlantic Coast","Colonial DI",18,12,264,0.96260967695865
"64","Florida State (Seminole Ladies)","College","Women","Tallahassee","FL","/teams/events/Eventteam/?TeamId=DeqDtLDffIfrZNvUbq8dygtsf0L1AORqhxgMIsnxwG8%3d",58,"Florida State",1346,"Division I","Southeast","Florida DI",22,9,92,0.940861951063518
"65","Colorado State (Hell's Belles)","College","Women","Fort Collins","CO","/teams/events/Eventteam/?TeamId=EG9Yk3pHH%2b%2bpCkdXIs7kXGW0M1e5Lp5mpD8l0trZYco%3d",48,"Colorado State",1453,"Division I","South Central","Rocky Mountain DI",14,15,69,0.878912933138621
"66","Central Florida (Central Florida)","College","Women","Orlando","FL","/teams/events/Eventteam/?TeamId=3tpMKJylBACKfG4eG%2fQl7T40wAnmzSMZm87pkn8EfcE%3d",65,"Central Florida",1269,"Division I","Southeast","Florida DI",26,12,52,0.876552230978209
"67","Rutgers (Rutgers Nightshade)","College","Women","New Brunswick","NJ","/teams/events/Eventteam/?TeamId=%2frC3eSJmAmRdlcT%2bzHhuZ4%2bH4Jo2kv4Dcc80YJ9%2f%2fXc%3d",138,"Rutgers",812,"Division I","Metro East","Eastern Metro East DI",14,12,222,0.873321096658518
"68","James Madison (Bitchmonkeys)","College","Women","Harrisonburg","VA","/teams/events/Eventteam/?TeamId=lYAc5N4Ia9DvZUt2lTJGdhIRPOntvcvUc3sGIXxkKNM%3d",67,"James Madison",1266,"Division I","Atlantic Coast","Virginia DI",20,12,123,0.863031473747273
"69","West Virginia (Mountain Mamas )","College","Women","Morgantown","WV","/teams/events/Eventteam/?TeamId=bOtI6syZ1R%2fL80EltjiNnNR71FSUVKzv2CkozySoEis%3d",134,"West Virginia",835,"Division I","Ohio Valley","Pennsylvania DI",14,4,298,0.850558914335003
"70","Harvard (Quasar)","College","Women","Cambridge","MA","/teams/events/Eventteam/?TeamId=gq2gH4kNIn91arLWC8Qysov0uNNoYWeMlamQUmIQHio%3d",42,"Harvard",1484,"Division I","New England","Metro Boston DI",13,13,111,0.842789266289324
"71","Georgetown (Huckin' Foyas)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=j4UkYFub4aGe0HDGmOOmlthtfA5ustH8G1Jf9Fp09o8%3d",88,"Georgetown",1124,"Division I","Atlantic Coast","Colonial DI",17,18,98,0.8276680133889
"72","Middlebury (Middlebury Lady Pranksters)","College","Women","Middlebury","VT","/teams/events/Eventteam/?TeamId=txov8UxwYn00CzVwH%2fDd4gF0d81meIrv31lqlHBnX%2f4%3d",92,"Middlebury",1109,"Division III","New England","North New England DIII",11,5,155,0.812162961718532
"73","Brandeis (Banshee)","College","Women","Waltham","MA","/teams/events/Eventteam/?TeamId=6Cs6glyDNY25lVPMO%2bDEPLozvZ9GdkvUqp94MgLzqHE%3d",91,"Brandeis",1114,"Division III","New England","Metro Boston DIII",12,9,27,0.789801854398888
"74","Yale (Ramona)","College","Women","New Haven","CT","/teams/events/Eventteam/?TeamId=KFexmE3jlmw4Rga%2bQLOG4Ma1Zu7wFSHx1Y9sd1B1xJk%3d",154,"Yale",742,"Division I","Metro East","Eastern Metro East DI",10,13,318,0.747916329078717
"75","Emory (Luna)","College","Women","Atlanta","GA","/teams/events/Eventteam/?TeamId=Wwi74JsfP9FO1YML6of8htKQsh27cgcrA6TmNPRE5Jg%3d",75,"Emory",1213,"Division I","Southeast","Southern Appalachian DI",18,11,89,0.723375024481733
"76","Utah (Spiral Jetty Ultimate)","College","Women","Salt Lake City","UT","/teams/events/Eventteam/?TeamId=jeM3MvoRBePPfiD4H4aaxLJut9t%2bwZgMWWu9Iur%2fFgc%3d",47,"Utah",1460,"Division I","Northwest","Big Sky DI",15,13,274,0.716381634312363
"77","Bowdoin (Chaos Theory)","College","Women","Brunswick","ME","/teams/events/Eventteam/?TeamId=1uqnp%2bpiLmxCXfMJUYxq0rvcnloTuGJMY8rb26J6UXk%3d",86,"Bowdoin",1136,"Division III","New England","North New England DIII",7,9,26,0.688030722675489
"78","Rochester (EZ Women)","College","Women","Rochester","NY","/teams/events/Eventteam/?TeamId=PG2tuTNlm0ddt3Qs5vlx%2bsrQsfXqL2IG8FDLyFCSqIY%3d",110,"Rochester",1014,"Division I","Metro East","Western NY DI",12,9,220,0.679207802886103
"79","Southern California (Hellions of Troy)","College","Women","Los Angeles","CA","/teams/events/Eventteam/?TeamId=ueoVYGhP2%2fYHy5v%2fbtQnVkknbjiapT5qEGVAcgnhQX4%3d",40,"Southern California",1506,"Division I","Southwest","SoCal DI",18,19,236,0.671456947213538
"80","George Washington (G-dub Hippos A)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=hlrvL3IxNzi2TxtGVQzccexgJZbjD4rRoJJpBuPGWuw%3d",129,"George Washington",869,"Division I","Atlantic Coast","Colonial DI",14,13,96,0.624303927634329
"81","Temple (T.U.F Broads)","College","Women","Philadelphia","PA","/teams/events/Eventteam/?TeamId=c2fCaTKbtJqA3JgSzEszYmJh14AEaZjZIANNSpslXks%3d",171,"Temple",613,"Division I","Ohio Valley","Pennsylvania DI",15,11,253,0.621645187334566
"82","MIT (sMITe)","College","Women","Cambridge","MA","/teams/events/Eventteam/?TeamId=ZJVswPf%2fPHiBHB%2bSRRMSXgff1ZiZMafBDIKJb0uSvu0%3d",105,"MIT",1040,"Division I","New England","Metro Boston DI",7,17,163,0.620272067031521
"83","Carnegie Mellon (Money Mellons)","College","Women","Pittsburgh","PA","/teams/events/Eventteam/?TeamId=0%2bLz%2bG5yBWyrXBtA3iGrjKMzQRY0rYAUX99KOItEmDU%3d",123,"Carnegie Mellon",893,"Division I","Ohio Valley","Pennsylvania DI",12,10,48,0.604831794742804
"84","Rensselaer Polytech (Strut)","College","Women","Troy","NY","/teams/events/Eventteam/?TeamId=nqJiz%2fzw8ZV7zPQbmYJI8nop9EjL4e3WvHa%2f0RnIFF8%3d",70,"Rensselaer Polytech",1235,"Division III","Metro East","Eastern Metro East DIII",15,5,216,0.577494027931881
"85","American (Dirty Ladies)","College","Women","Washington","DC","/teams/events/Eventteam/?TeamId=7P%2fz%2f9URbL0Ziai%2bbvXkszOwLCxe7%2f0EXNgLIZVN8qs%3d",148,"American",766,"Division I","Atlantic Coast","Colonial DI",16,10,7,0.571482462989683
"86","Denver (Hype)","College","Women","Denver","CO","/teams/events/Eventteam/?TeamId=DN4hP%2b%2fM9pEuN31fwsLQkPolzD%2bwRKxiNeBfvg3Nqeo%3d",77,"Denver",1192,"Division I","South Central","Rocky Mountain DI",22,10,79,0.533250432937755
"87","Colby (Dazzlin' Asses)","College","Women","Waterville","ME","/teams/events/Eventteam/?TeamId=KByNho%2fMJhiRYGO7XHtOBZxjFJTBsqRKnQboymDGVSg%3d",149,"Colby",765,"Division III","New England","North New England DIII",10,5,62,0.522856471463851
"88","Puget Sound (Clearcut)","College","Women","Tacoma","WA","/teams/events/Eventteam/?TeamId=qsI7S5kKPQskyybKjzNZWcX%2fxYyyer1RGFgkhW5IcbM%3d",52,"Puget Sound",1397,"Division III","Northwest","Northwest DIII",17,6,214,0.518449015939401
"89","Cincinnati (Toxic)","College","Women","Cincinnati","OH","/teams/events/Eventteam/?TeamId=ErCqtnMhpYDBDZIqQK4mYK1WT62iC3%2b%2fZPwjTIHxOt0%3d",159,"Cincinnati",710,"Division I","Ohio Valley","Ohio DI",9,9,58,0.517482853428616
"90","Boston College (Boston College)","College","Women","Chestnut Hill","MA","/teams/events/Eventteam/?TeamId=3IJwMZD3Oj66bcXfU9cN5ksuWAQaiaA4QtPVtZjCUTc%3d",71,"Boston College",1228,"Division I","New England","Metro Boston DI",8,13,23,0.51125955469948
"91","Swarthmore (Warmothers)","College","Women","Swarthmore","PA","/teams/events/Eventteam/?TeamId=D%2fGUce98wnLTVPO%2fOZCO5fDJjOcQvaTvDaY3YjL0lyA%3d",167,"Swarthmore",656,"Division III","Ohio Valley","Pennsylvania DIII",15,11,251,0.50120329717662
"92","NYU (NYU Violet Femmes)","College","Women","New York","NY","/teams/events/Eventteam/?TeamId=esxJ3KkWewY2QwUNtGEA74QOzRdjpyR%2f2PZ2LEmJjEk%3d",135,"NYU",831,"Division I","Metro East","Eastern Metro East DI",8,12,189,0.489332013928982
"93","Smith (Luna Disc )","College","Women","Northampton","MA","/teams/events/Eventteam/?TeamId=nqABddoqfq1rOSiP3sOobKsTvt98zyWMBcOUl927Boo%3d",174,"Smith",608,"Division III","New England","South New England DIII",7,11,232,0.480591159514608
"94","Ball State (Ball State Women's )","College","Women","Muncie","IN","/teams/events/Eventteam/?TeamId=gGcig6A%2bJMh4ao5QfuHVp1sIvSvr4uWOakaCUS%2fEmeQ%3d",100,"Ball State",1057,"Division I","Great Lakes","Eastern Great Lakes DI",17,4,16,0.468091022489067
"95","Wesleyan (Vicious Circles)","College","Women","MIDDLETOWN","CT","/teams/events/Eventteam/?TeamId=ONxDCIqbwv3a47yjRcmkpa1b2dE8Z%2br1k6i%2bsAYfB4Q%3d",68,"Wesleyan",1253,"Division III","Metro East","Eastern Metro East DIII",12,9,296,0.446087308518659
"96","Dickinson (Jive Turkeys)","College","Women","Carlisle","PA","/teams/events/Eventteam/?TeamId=A6ColXi4epNDQyBKJywzZmSY2yDC362QXYQU2Qj%2bYQA%3d",188,"Dickinson",531,"Division III","Ohio Valley","Pennsylvania DIII",12,6,81,0.427588958656924
"97","California-Davis (Rogue)","College","Women","Davis","CA","/teams/events/Eventteam/?TeamId=jBj%2bDgHL2EzbnZ1D2PQUHuhwqRpM1qn1robOvRAFDI4%3d",69,"California-Davis",1252,"Division I","Southwest","NorCal DI",16,23,37,0.406671561368631
"98","Mississippi State (Night Mare)","College","Women","Starkville","MS","/teams/events/Eventteam/?TeamId=ozCYWz6PGl0%2fX0gePgACk69kUjsTzBrHM9O40wF2Pb4%3d",117,"Mississippi State",945,"Division I","Southeast","Gulf Coast DI",13,14,159,0.406434595990607
